,ALPOU FP Equity_DX_SI_QTY,ALPOU FP Equity_DX_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPOU FP Equity_DX_SI_MV,ALPOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SUPPLY_SI_QTY,ALPOU FP Equity_DX_BROKER_SI_QTY,ALPOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPOU FP Equity_DX_SUPPLY_SI_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPOU FP Equity_DX_BROKER_SI_CON_RATIO,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPOU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPOU FP Equity_PX_LAST
2024-03-08,,,,,,,,,,,,,,,,,,,,,,5.15
2024-03-11,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-12,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-13,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-14,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-15,,,,,,,,,,,,,,,,,,,,,,4.98
2024-03-18,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-19,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-20,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-21,,,,,,,,,,,,,,,,,,,,,,4.84
2024-03-22,,,,,,,,,,,,,,,,,,,,,,4.98
2024-03-25,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-26,,,,,,,,,,,,,,,,,,,,,,5.15
2024-03-27,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-28,,,,,,,,,,,,,,,,,,,,,,5.15
2024-04-02,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-03,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-04,,,,,,,,,,,,,,,,,,,,,,5.05
2024-04-05,,,,,,,,,,,,,,,,,,,,,,5.15
2024-04-08,,,,,,,,,,,,,,,,,,,,,,4.96
2024-04-09,,,,,,,,,,,,,,,,,,,,,,4.96
2024-04-10,,,,,,,,,,,,,,,,,,,,,,4.9
2024-04-11,,,,,,,,,,,,,,,,,,,,,,5.05
2024-04-12,,,,,,,,,,,,,,,,,,,,,,4.92
2024-04-15,,,,,,,,,,,,,,,,,,,,,,4.78
2024-04-16,,,,,,,,,,,,,,,,,,,,,,4.66
2024-04-17,,,,,,,,,,,,,,,,,,,,,,4.72
2024-04-18,,,,,,,,,,,,,,,,,,,,,,4.92
2024-04-19,,,,,,,,,,,,,,,,,,,,,,4.92
2024-04-22,,,,,,,,,,,,,,,,,,,,,,4.76
2024-04-23,,,,,,,,,,,,,,,,,,,,,,4.92
2024-04-24,,,,,,,,,,,,,,,,,,,,,,4.94
2024-04-25,,,,,,,,,,,,,,,,,,,,,,4.94
2024-04-26,,,,,,,,,,,,,,,,,,,,,,4.78
2024-04-29,,,,,,,,,,,,,,,,,,,,,,4.92
2024-04-30,,,,,,,,,,,,,,,,,,,,,,5.0
2024-05-02,,,,,,,,,,,,,,,,,,,,,,5.0
2024-05-03,,,,,,,,,,,,,,,,,,,,,,5.2
2024-05-06,,,,,,,,,,,,,,,,,,,,,,5.2
2024-05-07,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-08,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-09,,,,,,,,,,,,,,,,,,,,,,5.05
2024-05-10,,,,,,,,,,,,,,,,,,,,,,5.05
2024-05-13,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-14,,,,,,,,,,,,,,,,,,,,,,5.05
2024-05-15,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-16,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-17,,,,,,,,,,,,,,,,,,,,,,5.2
2024-05-20,,,,,,,,,,,,,,,,,,,,,,5.2
2024-05-21,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-22,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-23,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-24,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-27,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-28,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-29,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-30,,,,,,,,,,,,,,,,,,,,,,5.15
2024-05-31,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-03,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-04,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-05,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-06,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-07,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-10,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-11,,,,,,,,,,,,,,,,,,,,,,4.92
2024-06-12,,,,,,,,,,,,,,,,,,,,,,5.15
2024-06-13,,,,,,,,,,,,,,,,,,,,,,5.1
2024-06-14,,,,,,,,,,,,,,,,,,,,,,5.0
2024-06-17,,,,,,,,,,,,,,,,,,,,,,5.0
2024-06-18,,,,,,,,,,,,,,,,,,,,,,4.96
2024-06-19,,,,,,,,,,,,,,,,,,,,,,4.74
2024-06-20,,,,,,,,,,,,,,,,,,,,,,4.94
2024-06-21,,,,,,,,,,,,,,,,,,,,,,4.76
2024-06-24,,,,,,,,,,,,,,,,,,,,,,4.66
2024-06-25,,,,,,,,,,,,,,,,,,,,,,4.66
2024-06-26,,,,,,,,,,,,,,,,,,,,,,4.74
2024-06-27,,,,,,,,,,,,,,,,,,,,,,4.64
2024-06-28,,,,,,,,,,,,,,,,,,,,,,4.78
2024-07-01,,,,,,,,,,,,,,,,,,,,,,4.8
2024-07-02,,,,,,,,,,,,,,,,,,,,,,4.8
2024-07-03,,,,,,,,,,,,,,,,,,,,,,4.68
2024-07-04,,,,,,,,,,,,,,,,,,,,,,4.8
2024-07-05,,,,,,,,,,,,,,,,,,,,,,4.9
2024-07-08,,,,,,,,,,,,,,,,,,,,,,4.86
2024-07-09,,,,,,,,,,,,,,,,,,,,,,4.9
2024-07-10,,,,,,,,,,,,,,,,,,,,,,4.78
2024-07-11,,,,,,,,,,,,,,,,,,,,,,4.88
2024-07-12,,,,,,,,,,,,,,,,,,,,,,4.88
2024-07-15,,,,,,,,,,,,,,,,,,,,,,4.88
2024-07-16,,,,,,,,,,,,,,,,,,,,,,4.88
2024-07-17,,,,,,,,,,,,,,,,,,,,,,4.8
2024-07-18,,,,,,,,,,,,,,,,,,,,,,4.9
2024-07-19,,,,,,,,,,,,,,,,,,,,,,4.9
2024-07-22,,,,,,,,,,,,,,,,,,,,,,5.05
2024-07-23,,,,,,,,,,,,,,,,,,,,,,5.0
2024-07-24,,,,,,,,,,,,,,,,,,,,,,5.0
2024-07-25,,,,,,,,,,,,,,,,,,,,,,5.0
2024-07-26,,,,,,,,,,,,,,,,,,,,,,5.0
2024-07-29,,,,,,,,,,,,,,,,,,,,,,5.1
2024-07-30,,,,,,,,,,,,,,,,,,,,,,5.25
2024-07-31,,,,,,,,,,,,,,,,,,,,,,5.3
2024-08-01,,,,,,,,,,,,,,,,,,,,,,5.0
2024-08-02,,,,,,,,,,,,,,,,,,,,,,5.15
2024-08-05,,,,,,,,,,,,,,,,,,,,,,4.98
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1470.0,0.0,0.0,,0.0,,0.0,4.9
2024-08-07,,,,,,,,,,,,,,,,,,,,,,4.9
2024-08-08,,,,,,,,,,,,,,,,,,,,,,4.9
2024-08-09,,,,,,,,,,,,,,,,,,,,,,5.0
2024-08-12,,,,,,,,,,,,,,,,,,,,,,5.05
2024-08-13,,,,,,,,,,,,,,,,,,,,,,5.05
2024-08-14,,,,,,,,,,,,,,,,,,,,,,5.1
2024-08-15,,,,,,,,,,,,,,,,,,,,,,5.1
2024-08-16,,,,,,,,,,,,,,,,,,,,,,5.1
2024-08-19,,,,,,,,,,,,,,,,,,,,,,5.25
2024-08-20,,,,,,,,,,,,,,,,,,,,,,5.3
2024-08-21,,,,,,,,,,,,,,,,,,,,,,5.4
2024-08-22,,,,,,,,,,,,,,,,,,,,,,5.4
2024-08-23,,,,,,,,,,,,,,,,,,,,,,5.25
2024-08-26,,,,,,,,,,,,,,,,,,,,,,5.1
2024-08-27,,,,,,,,,,,,,,,,,,,,,,5.1
2024-08-28,,,,,,,,,,,,,,,,,,,,,,5.4
2024-08-29,,,,,,,,,,,,,,,,,,,,,,5.3
2024-08-30,,,,,,,,,,,,,,,,,,,,,,5.25
2024-09-02,,,,,,,,,,,,,,,,,,,,,,5.45
2024-09-03,,,,,,,,,,,,,,,,,,,,,,5.5
2024-09-04,,,,,,,,,,,,,,,,,,,,,,5.6
2024-09-05,,,,,,,,,,,,,,,,,,,,,,5.6
2024-09-06,,,,,,,,,,,,,,,,,,,,,,5.35
2024-09-09,,,,,,,,,,,,,,,,,,,,,,5.35
2024-09-10,,,,,,,,,,,,,,,,,,,,,,5.25
2024-09-11,,,,,,,,,,,,,,,,,,,,,,5.25
2024-09-12,,,,,,,,,,,,,,,,,,,,,,5.6
2024-09-13,,,,,,,,,,,,,,,,,,,,,,5.5
2024-09-16,,,,,,,,,,,,,,,,,,,,,,5.4
2024-09-17,,,,,,,,,,,,,,,,,,,,,,5.4
2024-09-18,,,,,,,,,,,,,,,,,,,,,,5.4
2024-09-19,,,,,,,,,,,,,,,,,,,,,,5.4
2024-09-20,,,,,,,,,,,,,,,,,,,,,,5.35
2024-09-23,,,,,,,,,,,,,,,,,,,,,,5.65
2024-09-24,,,,,,,,,,,,,,,,,,,,,,5.6
2024-09-25,,,,,,,,,,,,,,,,,,,,,,5.4
2024-09-26,,,,,,,,,,,,,,,,,,,,,,5.6
2024-09-27,,,,,,,,,,,,,,,,,,,,,,5.6
2024-09-30,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-01,,,,,,,,,,,,,,,,,,,,,,5.7
2024-10-02,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-03,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-04,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-07,,,,,,,,,,,,,,,,,,,,,,5.35
2024-10-08,,,,,,,,,,,,,,,,,,,,,,5.65
2024-10-09,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-10,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-11,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-14,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-15,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-16,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-17,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-18,,,,,,,,,,,,,,,,,,,,,,5.4
2024-10-21,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-22,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-23,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-24,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-25,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-28,,,,,,,,,,,,,,,,,,,,,,5.6
2024-10-29,,,,,,,,,,,,,,,,,,,,,,5.65
2024-10-30,,,,,,,,,,,,,,,,,,,,,,5.7
2024-10-31,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-01,,,,,,,,,,,,,,,,,,,,,,5.6
2024-11-04,,,,,,,,,,,,,,,,,,,,,,5.75
2024-11-05,,,,,,,,,,,,,,,,,,,,,,5.5
2024-11-06,,,,,,,,,,,,,,,,,,,,,,5.65
2024-11-07,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-08,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-11,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-12,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-13,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-14,,,,,,,,,,,,,,,,,,,,,,5.6
2024-11-15,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-18,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-19,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-20,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-21,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-22,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-25,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-26,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-27,,,,,,,,,,,,,,,,,,,,,,5.65
2024-11-28,,,,,,,,,,,,,,,,,,,,,,5.5
2024-11-29,,,,,,,,,,,,,,,,,,,,,,5.55
2024-12-02,,,,,,,,,,,,,,,,,,,,,,5.65
2024-12-03,,,,,,,,,,,,,,,,,,,,,,5.55
2024-12-04,,,,,,,,,,,,,,,,,,,,,,5.6
2024-12-05,,,,,,,,,,,,,,,,,,,,,,5.6
2024-12-06,,,,,,,,,,,,,,,,,,,,,,5.6
2024-12-09,,,,,,,,,,,,,,,,,,,,,,5.5
2024-12-10,,,,,,,,,,,,,,,,,,,,,,5.6
2024-12-11,,,,,,,,,,,,,,,,,,,,,,5.55
2024-12-12,,,,,,,,,,,,,,,,,,,,,,5.55
2024-12-13,,,,,,,,,,,,,,,,,,,,,,5.6
2024-12-16,,,,,,,,,,,,,,,,,,,,,,5.55
2024-12-17,,,,,,,,,,,,,,,,,,,,,,5.45
2024-12-18,,,,,,,,,,,,,,,,,,,,,,5.45
2024-12-19,,,,,,,,,,,,,,,,,,,,,,5.3
2024-12-20,,,,,,,,,,,,,,,,,,,,,,5.45
2024-12-23,,,,,,,,,,,,,,,,,,,,,,5.5
2024-12-24,,,,,,,,,,,,,,,,,,,,,,5.45
2024-12-27,,,,,,,,,,,,,,,,,,,,,,5.5
2024-12-30,,,,,,,,,,,,,,,,,,,,,,5.5
2024-12-31,,,,,,,,,,,,,,,,,,,,,,5.4
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4950.0,0.0,0.0,,0.0,,0.0,5.5
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4950.0,0.0,0.0,,0.0,,0.0,5.5
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2725.0,0.0,0.0,,0.0,,0.0,5.45
2025-01-07,,,,,,,,,,,,,,,,,,,,,,5.4
2025-01-08,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-09,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-10,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-13,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4860.0,0.0,0.0,,0.0,,0.0,5.4
2025-01-15,,,,,,,,,,,,,,,,,,,,,,5.5
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4860.0,0.0,0.0,,0.0,,0.0,5.4
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4815.0,0.01,0.0,,0.0,,0.0,5.35
2025-01-20,,,,,,,,,,,,,,,,,,,,,,5.4
2025-01-21,,,,,,,,,,,,,,,,,,,,,,5.5
2025-01-22,,,,,,,,,,,,,,,,,,,,,,5.4
2025-01-23,,,,,,,,,,,,,,,,,,,,,,5.3
2025-01-24,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-27,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-28,,,,,,,,,,,,,,,,,,,,,,5.3
2025-01-29,,,,,,,,,,,,,,,,,,,,,,5.6
2025-01-30,,,,,,,,,,,,,,,,,,,,,,5.45
2025-01-31,,,,,,,,,,,,,,,,,,,,,,5.5
2025-02-03,,,,,,,,,,,,,,,,,,,,,,5.4
2025-02-04,,,,,,,,,,,,,,,,,,,,,,5.65
2025-02-05,,,,,,,,,,,,,,,,,,,,,,5.6
2025-02-06,,,,,,,,,,,,,,,,,,,,,,5.65
2025-02-07,,,,,,,,,,,,,,,,,,,,,,5.55
2025-02-10,,,,,,,,,,,,,,,,,,,,,,5.6
2025-02-11,,,,,,,,,,,,,,,,,,,,,,5.55
2025-02-12,,,,,,,,,,,,,,,,,,,,,,5.5
2025-02-13,,,,,,,,,,,,,,,,,,,,,,5.5
2025-02-14,,,,,,,,,,,,,,,,,,,,,,5.5
2025-02-17,,,,,,,,,,,,,,,,,,,,,,5.55
2025-02-18,,,,,,,,,,,,,,,,,,,,,,5.55
2025-02-19,,,,,,,,,,,,,,,,,,,,,,5.4
2025-02-20,,,,,,,,,,,,,,,,,,,,,,5.5
2025-02-21,,,,,,,,,,,,,,,,,,,,,,5.55
2025-02-24,,,,,,,,,,,,,,,,,,,,,,5.55
2025-02-25,,,,,,,,,,,,,,,,,,,,,,5.45
2025-02-26,,,,,,,,,,,,,,,,,,,,,,5.45
2025-02-27,,,,,,,,,,,,,,,,,,,,,,5.45
2025-02-28,,,,,,,,,,,,,,,,,,,,,,5.45
2025-03-03,,,,,,,,,,,,,,,,,,,,,,5.4
2025-03-04,,,,,,,,,,,,,,,,,,,,,,5.5
2025-03-05,,,,,,,,,,,,,,,,,,,,,,5.4
2025-03-06,,,,,,,,,,,,,,,,,,,,,,5.35
2025-03-07,,,,,,,,,,,,,,,,,,,,,,5.3
2025-03-10,,,,,,,,,,,,,,,,,,,,,,5.3
2025-03-11,,,,,,,,,,,,,,,,,,,,,,5.3
2025-03-12,,,,,,,,,,,,,,,,,,,,,,5.5
2025-03-13,,,,,,,,,,,,,,,,,,,,,,5.25
2025-03-14,,,,,,,,,,,,,,,,,,,,,,5.25
2025-03-17,,,,,,,,,,,,,,,,,,,,,,5.2
2025-03-18,,,,,,,,,,,,,,,,,,,,,,5.3
2025-03-19,,,,,,,,,,,,,,,,,,,,,,5.15
2025-03-20,,,,,,,,,,,,,,,,,,,,,,5.3
2025-03-21,,,,,,,,,,,,,,,,,,,,,,5.2
2025-03-24,,,,,,,,,,,,,,,,,,,,,,5.2
2025-03-25,,,,,,,,,,,,,,,,,,,,,,5.25
2025-03-26,,,,,,,,,,,,,,,,,,,,,,5.25
2025-03-27,,,,,,,,,,,,,,,,,,,,,,5.15
2025-03-28,,,,,,,,,,,,,,,,,,,,,,5.2
2025-03-31,,,,,,,,,,,,,,,,,,,,,,5.15
2025-04-01,,,,,,,,,,,,,,,,,,,,,,5.15
2025-04-02,,,,,,,,,,,,,,,,,,,,,,5.15
2025-04-03,,,,,,,,,,,,,,,,,,,,,,5.15
2025-04-04,,,,,,,,,,,,,,,,,,,,,,4.98
2025-04-07,,,,,,,,,,,,,,,,,,,,,,4.93
2025-04-08,,,,,,,,,,,,,,,,,,,,,,4.9795
2025-04-09,,,,,,,,,,,,,,,,,,,,,,4.7505
2025-04-10,,,,,,,,,,,,,,,,,,,,,,4.8
2025-04-11,,,,,,,,,,,,,,,,,,,,,,4.8605
2025-04-14,,,,,,,,,,,,,,,,,,,,,,4.97
2025-04-15,,,,,,,,,,,,,,,,,,,,,,5.3
2025-04-16,,,,,,,,,,,,,,,,,,,,,,5.179
2025-04-17,,,,,,,,,,,,,,,,,,,,,,5.175
2025-04-22,,,,,,,,,,,,,,,,,,,,,,5.17
2025-04-23,,,,,,,,,,,,,,,,,,,,,,5.0
2025-04-24,,,,,,,,,,,,,,,,,,,,,,5.119
2025-04-25,,,,,,,,,,,,,,,,,,,,,,5.2
2025-04-28,,,,,,,,,,,,,,,,,,,,,,5.3
2025-04-29,,,,,,,,,,,,,,,,,,,,,,5.197
2025-04-30,,,,,,,,,,,,,,,,,,,,,,5.196
2025-05-02,,,,,,,,,,,,,,,,,,,,,,5.229
2025-05-05,,,,,,,,,,,,,,,,,,,,,,5.279
2025-05-06,,,,,,,,,,,,,,,,,,,,,,5.199
2025-05-07,,,,,,,,,,,,,,,,,,,,,,5.149
2025-05-08,,,,,,,,,,,,,,,,,,,,,,5.152
2025-05-09,,,,,,,,,,,,,,,,,,,,,,5.212
2025-05-12,,,,,,,,,,,,,,,,,,,,,,5.196
2025-05-13,,,,,,,,,,,,,,,,,,,,,,5.2
2025-05-14,,,,,,,,,,,,,,,,,,,,,,5.11
2025-05-15,,,,,,,,,,,,,,,,,,,,,,5.3
2025-05-16,,,,,,,,,,,,,,,,,,,,,,5.3
2025-05-19,,,,,,,,,,,,,,,,,,,,,,5.3
2025-05-20,,,,,,,,,,,,,,,,,,,,,,5.3
2025-05-21,,,,,,,,,,,,,,,,,,,,,,5.45
2025-05-22,,,,,,,,,,,,,,,,,,,,,,5.45
2025-05-23,,,,,,,,,,,,,,,,,,,,,,5.45
2025-05-26,,,,,,,,,,,,,,,,,,,,,,5.3
2025-05-27,,,,,,,,,,,,,,,,,,,,,,5.4
2025-05-28,,,,,,,,,,,,,,,,,,,,,,5.45
2025-05-29,,,,,,,,,,,,,,,,,,,,,,5.3
2025-05-30,,,,,,,,,,,,,,,,,,,,,,5.3
2025-06-02,,,,,,,,,,,,,,,,,,,,,,5.5
2025-06-03,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-04,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-05,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-06,,,,,,,,,,,,,,,,,,,,,,5.45
2025-06-09,,,,,,,,,,,,,,,,,,,,,,5.5
2025-06-10,,,,,,,,,,,,,,,,,,,,,,5.45
2025-06-11,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-12,,,,,,,,,,,,,,,,,,,,,,5.3
2025-06-13,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-16,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-17,,,,,,,,,,,,,,,,,,,,,,5.45
2025-06-18,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-19,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-20,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-23,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-24,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-25,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-26,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-27,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-30,,,,,,,,,,,,,,,,,,,,,,5.4
2025-07-01,,,,,,,,,,,,,,,,,,,,,,5.45
2025-07-02,,,,,,,,,,,,,,,,,,,,,,5.6
2025-07-03,,,,,,,,,,,,,,,,,,,,,,5.5
2025-07-04,,,,,,,,,,,,,,,,,,,,,,5.5
2025-07-07,,,,,,,,,,,,,,,,,,,,,,5.45
2025-07-08,,,,,,,,,,,,,,,,,,,,,,5.6
2025-07-09,,,,,,,,,,,,,,,,,,,,,,5.7
2025-07-10,,,,,,,,,,,,,,,,,,,,,,5.75
2025-07-11,,,,,,,,,,,,,,,,,,,,,,5.85
2025-07-14,,,,,,,,,,,,,,,,,,,,,,5.65
2025-07-15,,,,,,,,,,,,,,,,,,,,,,5.7
2025-07-16,,,,,,,,,,,,,,,,,,,,,,5.55
2025-07-17,,,,,,,,,,,,,,,,,,,,,,5.6
2025-07-18,,,,,,,,,,,,,,,,,,,,,,5.75
2025-07-21,,,,,,,,,,,,,,,,,,,,,,5.75
2025-07-22,,,,,,,,,,,,,,,,,,,,,,5.7
2025-07-23,,,,,,,,,,,,,,,,,,,,,,5.75
2025-07-24,,,,,,,,,,,,,,,,,,,,,,5.75
2025-07-25,,,,,,,,,,,,,,,,,,,,,,5.65
2025-07-28,,,,,,,,,,,,,,,,,,,,,,5.65
2025-07-29,,,,,,,,,,,,,,,,,,,,,,5.75
2025-07-30,,,,,,,,,,,,,,,,,,,,,,5.85
2025-07-31,,,,,,,,,,,,,,,,,,,,,,5.9
2025-08-01,,,,,,,,,,,,,,,,,,,,,,5.45
2025-08-04,,,,,,,,,,,,,,,,,,,,,,5.35
2025-08-05,,,,,,,,,,,,,,,,,,,,,,5.55
2025-08-06,,,,,,,,,,,,,,,,,,,,,,5.55
2025-08-07,,,,,,,,,,,,,,,,,,,,,,5.55
2025-08-08,,,,,,,,,,,,,,,,,,,,,,5.45
2025-08-11,,,,,,,,,,,,,,,,,,,,,,5.55
2025-08-12,,,,,,,,,,,,,,,,,,,,,,5.65
2025-08-13,,,,,,,,,,,,,,,,,,,,,,5.65
2025-08-14,,,,,,,,,,,,,,,,,,,,,,5.7
2025-08-15,,,,,,,,,,,,,,,,,,,,,,5.7
2025-08-18,,,,,,,,,,,,,,,,,,,,,,5.7
2025-08-19,,,,,,,,,,,,,,,,,,,,,,5.85
2025-08-20,,,,,,,,,,,,,,,,,,,,,,5.8
2025-08-21,,,,,,,,,,,,,,,,,,,,,,5.7
2025-08-22,,,,,,,,,,,,,,,,,,,,,,5.7
2025-08-25,,,,,,,,,,,,,,,,,,,,,,5.6
2025-08-26,,,,,,,,,,,,,,,,,,,,,,5.45
2025-08-27,,,,,,,,,,,,,,,,,,,,,,5.55
2025-08-28,,,,,,,,,,,,,,,,,,,,,,5.55
2025-08-29,,,,,,,,,,,,,,,,,,,,,,5.55
