,MSE FP Equity_DX_SI_QTY,MSE FP Equity_DX_SHORT_INTEREST_VALUE,MSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MSE FP Equity_DX_SI_MV,MSE FP Equity_DX_DSS,MSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MSE FP Equity_DX_SUPPLY_SI_QTY,MSE FP Equity_DX_BROKER_SI_QTY,MSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MSE FP Equity_DX_BROKER_SI_MV_NEW_x,MSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,MSE FP Equity_DX_BROKER_SI_MV_INC_x,MSE FP Equity_DX_SUPPLY_SI_MV_NEW,MSE FP Equity_DX_BROKER_SI_QTY_ADD,MSE FP Equity_DX_BROKER_SI_QTY_NEW,MSE FP Equity_DX_SUPPLY_SI_MV_DEC,MSE FP Equity_DX_BROKER_SI_QTY_INC,MSE FP Equity_DX_SUPPLY_SI_QTY_DEC,MSE FP Equity_DX_BROKER_SI_MV_NEW_y,MSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MSE FP Equity_DX_BROKER_SI_MV_INC_y,MSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,MSE FP Equity_DX_BROKER_SI_MV_ADD,MSE FP Equity_DX_SUPPLY_SI_QTY_ADD,MSE FP Equity_DX_BROKER_SI_QTY_DEC,MSE FP Equity_DX_SUPPLY_SI_MV,MSE FP Equity_DX_BROKER_SI_MV_DEC,MSE FP Equity_DX_SUPPLY_SI_MV_RMV,MSE FP Equity_DX_BROKER_SI_MV_RMV,MSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MSE FP Equity_DX_UTILIZATION_QUANTITY,MSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MSE FP Equity_DX_ACTIVE_UTILIZATION_MV,MSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MSE FP Equity_DX_BROKER_SI_CON_RATIO,MSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MSE FP Equity_DX_DEMAND_SUPPLY_RATIO,MSE FP Equity_PX_LAST
2008-01-24,3115181.0,80513208.39,1.0,2.56,114.08,1.0,44356788.63,2851492.0,1716233.0,73698051.45,,,1200000.0,3.06,,266946.0,,,109200.0,,,,3.06,1200000.0,9.92,,220000.0,103.5,8.85,,,30.98,30.98,6352097.0,164172710.82,,228.04,31.22,17.76,0.1812,32.24,0.3385,38.15
2008-01-25,4341381.0,111822531.39,1.31,3.57,166.39,1.0,75114475.37,2877692.0,2916233.0,74121760.79,,,26200.0,46.59,,,,,1200000.0,,,,46.59,26200.0,,,,109.81,,,,31.22,31.22,6338682.0,163267740.59,,241.77,31.23,19.88,0.2755,46.06,0.4711,38.02
2008-01-28,4518381.0,115738761.78,1.33,3.72,171.39,1.0,77927089.48,3795692.0,3042233.0,97227013.88,,,918000.0,4.25,,,,,126000.0,,,,4.25,918000.0,,,,144.72,,,,38.42,38.42,6083049.0,155817882.36,,230.82,38.54,20.85,0.2672,44.66,0.4574,37.81
2008-01-29,5785081.0,150066625.25,1.69,4.79,219.52,2.0,111774931.72,3795692.0,4308933.0,98461316.09,,,,47.67,,,,,1268700.0,,,,47.67,,,,2000.0,143.53,0.08,,,41.05,41.05,5450215.0,141380107.2,,206.17,41.04,14.88,0.3939,59.88,0.6257,38.29
2008-01-30,5655881.0,145412368.77,1.64,4.69,214.62,1.0,107974889.1,3445692.0,4199733.0,88588539.22,,,,,,,,11.73,,350000.0,,,,,,,109200.0,131.8,3.86,,,37.29,37.29,5795215.0,148994637.74,,221.94,37.26,12.98,0.4045,61.14,0.612,37.95
2008-01-31,6701682.0,172799271.0,1.95,5.33,254.62,2.0,121071822.29,2895692.0,4695534.0,74663862.99,,,,0.33,,550000.0,,21.92,15009.0,550000.0,,,0.33,,20.87,,69208.0,109.88,2.71,,,31.38,31.38,6332972.0,163292281.68,,240.36,31.37,11.82,0.3434,55.31,0.7262,38.06
2008-02-01,5265554.0,138658953.21,1.5,4.19,200.52,1.0,86900707.75,2855056.0,3300042.0,75182796.78,,,,0.68,,69208.0,,1.16,16300.0,40636.0,,,0.68,,2.7,,1481000.0,108.73,56.07,,,30.85,30.85,6398358.0,168489321.84,,243.63,30.86,17.02,0.2085,36.57,0.569,38.87
2008-02-04,6149954.0,161406414.22,1.71,4.89,238.3,2.0,87250451.38,3739456.0,3324442.0,98142552.62,,,860000.0,1.48,,,,,24400.0,,,,1.48,860000.0,,24400.0,,145.31,,,,40.43,40.43,5510798.0,144631674.43,,210.5,40.84,17.69,0.2083,36.42,0.6648,38.74
2008-02-05,7376154.0,186942044.99,2.08,5.87,285.92,2.0,110564736.43,3801556.0,4362542.0,96347046.55,,,62100.0,40.2,,,,,1038100.0,,,,40.2,62100.0,,,,147.46,,,,41.1,41.1,5448698.0,138092391.6,,210.6,41.18,27.99,0.2152,30.46,0.7974,37.41
2008-02-06,7636254.0,195396444.14,2.14,6.08,290.75,2.0,110991570.31,3451556.0,4337642.0,88318404.44,,,,,,,,18.0,,350000.0,,,,,,,24900.0,129.47,0.98,,,37.3,37.3,5802698.0,148479418.79,,216.82,37.39,28.36,0.2187,30.86,0.8252,37.77
2008-02-07,7061854.0,177206243.03,1.94,5.62,269.97,2.0,108234099.73,2877156.0,4313242.0,72197755.06,,,,,,,,20.64,,574400.0,,,,,,,24400.0,108.83,0.68,,,31.03,31.03,6395498.0,160485075.58,,241.24,31.09,28.51,0.2195,31.02,0.7616,37.04
2008-02-08,5940554.0,149350681.26,1.59,4.65,225.15,2.0,95868212.04,2255856.0,3813242.0,56714176.9,,40236.0,,,1.49,,,26.79,,661536.0,,40236.0,,,,,500000.0,83.53,18.98,,,24.32,24.32,7019258.0,176470235.65,,260.03,24.31,22.69,0.2069,32.17,0.6405,37.11
2008-02-11,5504254.0,137449480.65,1.45,4.31,209.27,1.0,78459005.73,2490856.0,3141942.0,62200411.46,,,235000.0,,,,,,,,,,,235000.0,,,671300.0,92.51,24.86,,,26.85,26.85,6786993.0,169481398.03,,251.73,26.87,27.05,0.2453,38.44,0.5933,36.86
2008-02-12,5391154.0,139336720.87,1.41,4.22,204.39,1.0,81179012.64,2378756.0,3140942.0,61479983.84,,,,,,,,4.92,,112100.0,,,,,,,1000.0,87.57,0.04,,,25.62,25.62,6906119.0,178491650.47,,254.95,25.57,27.07,0.2458,38.51,0.5806,38.15
2008-02-13,4924270.0,127369981.92,1.27,3.86,190.19,1.0,72264844.34,2258972.0,2793842.0,58430025.73,,,,,,,,1.44,,119784.0,,,,,,,347100.0,86.19,12.86,,,24.3,24.3,7037172.0,182021796.21,,268.46,24.3,30.58,0.3033,43.59,0.5297,38.18
2008-02-14,4994270.0,129011411.96,1.28,3.91,191.86,1.0,73720120.44,2268972.0,2853842.0,58611825.43,,,10000.0,8.99,,,,,235000.0,,,,8.99,10000.0,,,175000.0,86.51,7.61,,,24.41,24.41,7027172.0,181525104.12,,268.4,24.38,30.14,0.2537,36.82,0.5372,38.13
2008-02-15,4748168.0,120209414.06,1.23,3.72,182.06,1.0,66020178.19,2268972.0,2607740.0,57443585.53,,,,8.62,,,,,233898.0,,,,8.62,,,,480000.0,86.45,18.36,,,24.38,24.38,7037254.0,178162225.92,,265.46,24.56,22.91,0.216,32.9,0.5102,37.37
2008-02-18,4748168.0,122461129.07,1.22,3.72,179.97,1.0,67256841.95,2268972.0,2607740.0,58519595.97,,,,,,,,,,,,,,,,,,84.82,,,,24.36,24.36,7044502.0,181686424.88,,263.4,24.36,22.6,0.2164,33.1,0.5098,38.07
2008-02-19,3931668.0,101882028.41,1.02,3.08,150.44,1.0,69738591.9,1368972.0,2691240.0,35474420.57,,,,3.21,,,,32.85,83500.0,900000.0,,,3.21,,,,,51.99,,,,14.71,14.71,7936372.0,205656651.97,,302.29,14.68,22.28,0.2051,32.05,0.4225,38.25
2008-02-20,3581668.0,91380798.38,0.92,2.8,137.37,1.0,59733169.13,1368972.0,2341240.0,34927233.43,,,,,,,,,,,,,,,,,350000.0,52.38,13.27,,,14.7,14.7,7945140.0,202708133.87,,303.72,14.71,19.75,0.214,36.46,0.3845,37.66
2008-02-21,3581668.0,92205797.62,0.94,2.8,136.4,1.0,60272448.93,1368972.0,2341240.0,35242561.62,,,,,,,,,,,,,,,,,,51.39,,,,14.71,14.71,7938210.0,204359807.98,,299.21,14.66,19.79,0.2154,36.68,0.3848,38.0
2008-02-22,2691668.0,68345571.48,0.71,2.11,102.6,1.0,36595290.15,1378972.0,1441240.0,35014210.29,,,10000.0,,,,,,,,,,,10000.0,,,900000.0,52.37,35.01,,,14.83,14.83,7922175.0,201156152.14,,300.9,14.83,22.7,0.2016,31.59,0.2894,37.48
2008-02-25,2583762.0,66638419.65,0.68,2.02,97.59,1.0,34029784.21,1392874.0,1319432.0,35923944.29,,,13902.0,,,,,,,,,,,13902.0,,,121808.0,52.19,4.69,,,14.97,14.97,7908888.0,203980009.59,,296.59,14.96,24.74,0.2294,33.52,0.2778,38.07
2008-02-26,2583762.0,67776191.46,0.68,2.02,97.97,1.0,34610802.33,1392874.0,1319432.0,36537302.94,,,,,,,,,,,,,,,,,,52.78,,,,14.97,14.97,7908888.0,207462725.8,,301.46,14.9,24.27,0.2289,33.57,0.2778,38.72
2008-02-27,2606764.0,68255950.46,0.69,2.04,99.9,1.0,34364994.33,1422874.0,1312434.0,37256774.01,,,30000.0,,,,,,,,,,,30000.0,,,6998.0,54.83,0.29,,,15.3,15.3,7876819.0,206247963.92,,305.23,15.23,24.27,0.2251,32.44,0.2803,38.65
2008-02-28,2678076.0,68871320.01,0.73,2.1,103.39,1.0,33785232.82,1492874.0,1313746.0,38391816.73,,,70000.0,0.29,,,,,7410.0,,,,0.29,70000.0,,,6098.0,57.5,0.0,,,16.05,16.05,7806405.0,200755100.63,,301.74,16.01,24.4,0.2242,32.36,0.288,37.96
2008-02-29,2954076.0,74768357.02,0.83,2.31,113.46,1.0,35174797.5,1692874.0,1389746.0,42847038.34,,,200000.0,0.23,,70000.0,,,6000.0,,,,0.23,200000.0,2.71,,,64.4,,,,17.89,17.89,7771405.0,196696084.87,,294.83,17.93,23.38,0.2075,31.24,0.3121,37.36
2008-03-03,3787076.0,94774219.7,1.11,2.97,142.4,1.0,55250384.32,1701550.0,2207746.0,42582476.17,,,,7.73,,618000.0,,4.23,200000.0,81324.0,,,7.73,,22.83,90000.0,,63.51,,,,17.98,17.98,7760429.0,194210151.33,,289.99,17.97,20.47,0.1658,25.01,0.4002,36.94
2008-03-04,3285073.0,80809157.57,1.11,2.57,122.07,1.0,54039658.8,1205328.0,2196833.0,29649733.9,,,,3.02,,,,18.97,85000.0,496222.0,,,3.02,,,,95913.0,44.5,3.9,,,12.75,12.75,8247451.0,202878160.53,,304.53,12.75,20.89,0.1762,25.09,0.3475,36.31
2008-03-05,3165384.0,79280277.03,1.2,2.48,116.98,1.0,54721400.24,1097638.0,2184834.0,27491465.4,,,,,,,,4.64,,107690.0,,,,,,,11999.0,39.77,0.67,,,11.71,11.71,8273141.0,207209270.77,,300.65,11.68,21.03,0.1784,25.71,0.3378,36.97
2008-03-06,3006202.0,74030704.15,1.32,2.35,111.46,1.0,47231715.43,1841414.0,1917962.0,45346645.05,,,743776.0,3.88,,,,,105174.0,,,,3.88,743776.0,,,372046.0,67.88,13.97,,,19.65,19.65,7529365.0,185418076.61,,278.38,19.6,17.28,0.1768,29.01,0.3208,36.35
2008-03-07,3692288.0,89800617.5,1.78,2.88,135.22,1.0,60775440.12,1891414.0,2498874.0,46001326.32,,,50000.0,20.94,,,,,582000.0,,,,20.94,50000.0,,,1088.0,68.79,0.03,,,20.19,20.19,7476640.0,181840335.54,,271.76,20.2,21.58,0.2003,33.49,0.3941,35.9
2008-03-10,3903614.0,94279160.5,1.87,3.05,141.63,1.0,63733459.65,1962740.0,2638874.0,47403631.47,,,71326.0,4.6,,,,,140000.0,,,,4.6,71326.0,,,,70.48,,,,20.93,20.93,7413774.0,179055713.2,,266.17,20.94,21.26,0.2245,37.76,0.4163,35.65
2008-03-11,5460440.0,133728892.1,2.69,4.26,196.58,1.0,101885367.65,3624740.0,4160200.0,88771685.86,,,1662000.0,57.66,,,,,1625000.0,,,,57.66,1662000.0,,,103674.0,129.24,3.83,,,38.74,38.74,5732235.0,140385286.87,,204.48,38.73,14.23,0.4129,61.45,0.5836,36.15
2008-03-12,5523476.0,137068826.81,2.75,4.31,198.44,1.0,104603064.95,3632776.0,4215200.0,90149815.87,,,,1.77,,,,,55000.0,,,,1.77,,,8036.0,,131.08,,,,38.82,38.82,5725399.0,142079683.87,,207.15,38.76,14.05,0.4044,60.65,0.5902,36.63
2008-03-13,5798476.0,141850430.45,2.83,4.52,212.15,2.0,108304358.88,3695776.0,4427200.0,90411241.93,,,63000.0,7.62,,,,,212000.0,,,,7.62,63000.0,,,,135.19,,,,39.55,39.55,5648304.0,138176712.93,,206.88,39.52,13.17,0.3798,58.55,0.6206,36.11
2008-03-14,5900276.0,142941765.9,2.95,4.57,214.05,2.0,109720843.19,3695776.0,4529000.0,89534921.39,,,,1.7,,60000.0,,,41800.0,,,,1.7,,2.16,,,133.39,,,,39.49,39.49,5664133.0,137220898.36,,204.58,39.47,12.87,0.3612,56.91,0.6304,35.76
2008-03-17,5963276.0,139700900.31,3.08,4.62,214.21,2.0,107576193.73,3695776.0,4592000.0,86580469.28,,,,2.45,,,,,63000.0,,,,2.45,,,,,132.1,,,,39.49,39.49,5664133.0,132692915.7,,202.46,39.49,12.4,0.3536,56.18,0.6371,34.58
2008-03-18,6011276.0,145712332.54,3.0,4.65,212.01,2.0,112472829.89,2099276.0,4640000.0,50886101.82,,,,1.73,,,,59.27,48000.0,1596500.0,,,1.73,,,,,72.69,,,,22.33,22.33,7302213.0,177004431.16,,252.86,22.33,12.86,0.3378,54.62,0.6394,35.78
2008-03-19,4079776.0,97621689.46,1.99,3.08,146.65,1.0,63278120.6,2163276.0,2644500.0,51763297.27,,,64000.0,2.24,,,,,62500.0,,,,2.24,64000.0,,,1595000.0,77.41,53.83,,17.14,22.75,22.75,7345213.0,175757713.77,,262.8,22.75,21.21,0.2341,38.94,0.4291,35.32
2008-03-20,4562776.0,108746249.89,2.2,3.36,164.2,1.0,74538810.7,2163276.0,3127500.0,51558119.99,16.93,,,,,20000.0,463000.0,,,,16.93,,,,0.71,,,76.63,,,,23.23,23.23,7148689.0,170377226.58,,252.55,23.28,18.31,0.1922,33.61,0.49,35.18
2008-03-21,4562776.0,108746249.89,2.24,3.36,163.58,1.0,74538810.7,2163276.0,3127500.0,51558119.99,,,,,,,,,,,,,,,,,,76.11,,,,23.23,23.23,7148689.0,170377226.58,,251.8,23.21,18.33,0.1925,33.64,0.49,
2008-03-24,4756776.0,113369920.32,2.33,3.51,169.91,1.0,76064145.28,2293276.0,3191500.0,54656455.84,,,130000.0,2.68,,,,,64000.0,,,,2.68,130000.0,,,,80.76,,,,24.63,24.63,7018689.0,167278890.72,,246.9,24.65,18.12,0.1875,32.36,0.5108,
2008-03-25,4714996.0,116366991.26,2.31,3.48,169.58,1.0,79339402.79,2228296.0,3214700.0,54994765.88,,,,1.0,,,,0.27,28000.0,64980.0,,,1.0,,,,4800.0,80.52,0.17,,,23.98,23.98,7062669.0,174308004.03,,256.48,23.89,18.29,0.1847,32.01,0.5075,36.43
2008-03-26,4538405.0,111301527.64,2.25,3.35,164.45,1.0,77352122.15,1724313.0,3154092.0,42287691.61,,,,,,,,18.92,,526983.0,,,,,,23000.0,60608.0,62.52,2.17,,,18.56,18.56,7566652.0,185567380.33,,275.66,18.49,18.22,0.1915,33.23,0.4885,36.2
2008-03-27,3361015.0,83428651.0,1.66,2.48,122.63,1.0,58404809.2,1348113.0,2352902.0,33463477.25,,,,,,83500.0,,13.69,,376200.0,,,,,3.02,,884690.0,48.82,32.17,,,14.65,14.65,7855852.0,195001550.08,,284.21,14.66,17.98,0.146,23.93,0.3652,36.64
2008-03-28,2937732.0,72682900.23,1.45,2.14,107.59,1.0,47741014.25,1348113.0,1929619.0,33353880.71,,,,0.89,,,,,22700.0,,,,0.89,,,,445983.0,49.38,16.38,,,14.83,14.65,7739778.0,191491093.2,,283.56,14.83,22.58,0.1833,28.34,0.3192,36.52
2008-03-31,2871296.0,70922483.66,1.44,2.09,105.07,1.0,46220068.9,1340077.0,1871219.0,33100589.12,,,,,,,,0.29,,8036.0,,,,,,,58400.0,48.98,2.05,,,14.42,14.42,7951198.0,196398668.13,,290.36,14.43,22.38,0.1869,29.14,0.309,36.46
2008-04-01,2720296.0,69404205.05,1.34,1.98,100.64,1.0,46006383.58,1257077.0,1803219.0,32072403.1,,,,,,,,2.97,,83000.0,,,,,,,68000.0,46.01,2.44,,,13.52,13.52,8038698.0,205095123.6,,293.08,13.57,23.16,0.2055,31.22,0.2926,37.66
2008-04-02,2645296.0,68279220.83,1.31,1.93,99.32,1.0,44995204.72,1242077.0,1743219.0,32059947.08,,,,,,,,0.46,,15000.0,,,,,,,60000.0,46.68,2.17,,,13.38,13.38,8041908.0,207574204.27,,302.77,13.36,23.53,0.2166,32.21,0.2849,38.1
2008-04-03,2585296.0,66502837.67,1.26,1.88,97.86,1.0,43298268.33,1242077.0,1683219.0,31950556.19,,,,,,,,,,,,,,,,,60000.0,47.33,2.19,,,12.96,12.96,8341343.0,214568459.27,,317.73,12.97,24.24,0.2222,32.92,0.2698,37.97
2008-04-04,2392600.0,61772951.57,1.16,1.74,90.85,1.0,38482824.16,1242077.0,1490523.0,32068361.77,,,,,,1304.0,,,,,,,,,0.05,,194000.0,47.09,7.31,,,13.38,13.38,8044143.0,207686389.67,,305.5,13.36,25.09,0.205,27.29,0.2577,38.11
2008-04-07,2407908.0,62739127.56,1.16,1.76,91.94,1.0,39235104.99,1242077.0,1505831.0,32362875.72,,,,0.59,,,,,15308.0,,,,0.59,,,,,47.37,,,,12.96,12.96,8341843.0,217350476.86,,317.89,12.97,24.96,0.2013,26.89,0.2512,38.46
2008-04-08,2406604.0,62313855.45,1.17,1.75,92.16,1.0,38956503.86,1242077.0,1504527.0,32160923.29,,,,,,,,,,,,,,,,,1304.0,47.78,0.05,,,12.96,12.96,8340843.0,215968262.77,,320.49,12.97,24.73,0.2013,26.96,0.2511,38.22
2008-04-09,2403604.0,61519695.51,1.19,1.75,91.52,1.0,38508025.0,1239077.0,1504527.0,31713892.87,,,,,,,,0.54,,3000.0,,,,,,,,47.19,,,,13.31,13.31,8071643.0,206591859.41,,308.55,13.27,24.62,0.2014,27.12,0.2582,37.78
2008-04-10,2388604.0,61119591.89,1.18,1.74,90.75,1.0,38114012.35,1239077.0,1489527.0,31705498.51,,,,,,,,,,,,,,,,,15000.0,46.81,0.57,,,13.31,13.31,8072843.0,206567882.15,,305.08,13.3,24.83,0.2043,27.25,0.2565,37.77
2008-04-11,2385604.0,60137771.41,1.17,1.74,90.35,1.0,37473285.98,1239077.0,1486527.0,31235414.34,,,,,,,,,,,,,,,,,3000.0,46.76,0.15,,,13.29,13.29,8080843.0,203706855.43,,304.95,13.3,24.95,0.2049,27.36,0.256,37.21
2008-04-14,2373388.0,59411769.93,1.16,1.79,88.67,1.0,36905649.62,1245561.0,1474311.0,31179471.52,,6484.0,,,0.24,,,,,,,6484.0,,,,,12216.0,46.29,0.46,,,13.29,13.29,8128483.0,203476027.46,,302.56,13.27,24.92,0.2077,27.77,0.2532,36.95
2008-04-15,2336388.0,58738821.24,1.16,1.76,86.81,1.0,37065457.57,1208561.0,1474311.0,30384272.02,,,,,,,,1.56,,37000.0,,,,,,,,44.71,,,,12.96,12.96,8117470.0,204080238.08,,300.05,12.97,24.96,0.2078,27.73,0.2505,37.11
2008-04-16,2377207.0,60666917.13,1.2,1.79,87.99,1.0,38144020.42,1229034.0,1494657.0,31365255.04,,,20473.0,,,57346.0,,,,,,,,20473.0,2.14,,37000.0,45.48,1.47,,,13.14,13.14,8124694.0,207344222.7,,301.64,13.1,24.68,0.2,27.32,0.2541,37.67
2008-04-17,2377207.0,60344820.41,1.22,1.79,89.32,1.0,37941503.72,1229034.0,1494657.0,31198728.6,,,,,,,,,,,,,,,,,,46.35,,,,13.13,13.13,8128824.0,206348216.39,,306.03,13.15,24.92,0.1999,27.07,0.254,37.47
2008-04-18,2319861.0,60240710.96,1.23,1.75,87.64,1.0,37323200.19,1229034.0,1437311.0,31914792.29,,,,,,,,,,,,,,,,,57346.0,46.15,2.14,,,13.11,13.11,8144724.0,211497138.98,,305.17,13.14,26.14,0.2146,28.3,0.2475,38.33
2008-04-21,2316462.0,59681648.61,1.25,1.75,87.84,1.0,36943507.87,1225635.0,1433912.0,31577430.32,,,,,,,,0.12,,3399.0,,,,,,,3399.0,46.86,0.13,,,13.08,13.08,8148123.0,209929372.35,,312.16,13.05,25.86,0.2141,28.0,0.2471,38.03
2008-04-22,1842462.0,46932716.26,1.01,1.39,69.75,1.0,24451672.56,1225635.0,959912.0,31220388.64,,,,,,,,,,,,,,,,,,46.5,,,17.89,13.19,13.19,8063626.0,205403352.21,,306.72,13.17,29.54,0.2887,39.43,0.1983,37.6
2008-04-23,2316462.0,59461942.31,1.37,1.75,87.7,1.0,36807507.58,1225635.0,1433912.0,31461184.19,17.95,,,,,,474000.0,,,,17.95,,,,,,,46.21,,,,13.19,13.19,8066626.0,207064588.07,,303.38,13.22,25.8,0.2141,28.37,0.2493,37.89
2008-04-24,2340480.0,60173603.52,1.41,1.77,89.38,1.0,37483294.79,1225635.0,1457930.0,31511003.96,,,,,,24018.0,,,,,,,,,0.91,,,46.69,,,,13.19,13.19,8066426.0,207387339.33,,305.48,13.26,25.5,0.2089,28.04,0.2519,37.95
2008-04-25,2395480.0,62139423.71,1.5,1.81,91.71,1.0,37819113.5,1280635.0,1457930.0,33220031.43,,,55000.0,,,,,,,,,,,55000.0,,,,48.66,,,,13.77,13.77,8017096.0,207965720.97,,304.26,13.79,25.61,0.2095,28.16,0.2576,38.29
2008-04-28,2395480.0,62528910.83,1.55,1.81,91.64,1.0,38056162.01,1280635.0,1457930.0,33428253.09,,,,,,,,,,,,,,,,,,48.98,,,,13.79,13.79,8008871.0,209054544.64,,306.69,13.77,25.68,0.2085,27.67,0.2579,38.53
2008-04-29,2380146.0,61870653.42,1.59,1.8,91.67,1.0,37499530.34,1280635.0,1442596.0,33289438.65,,,,,,,,,,,,,,,,,15334.0,49.46,0.58,,,13.78,13.78,8011571.0,208256608.08,,308.48,13.82,25.65,0.2118,28.04,0.2561,38.37
2008-04-30,2556462.0,66921515.13,1.79,1.93,98.26,1.0,40677367.95,1345635.0,1553912.0,35225218.69,,,65000.0,2.13,,65000.0,,,55000.0,,,,2.13,65000.0,2.49,,8684.0,51.56,0.33,,,14.45,14.45,7969571.0,208622606.66,,305.92,14.42,24.2,0.2048,29.4,0.2744,38.64
2008-05-01,2563462.0,67104756.89,1.9,1.94,99.18,1.0,40677367.95,1352635.0,1553912.0,35408460.45,,,7000.0,,,,,,,,,,,7000.0,,,,52.45,,,,14.53,14.53,7953711.0,208207433.17,,307.13,14.59,24.18,0.2046,29.37,0.2755,
2008-05-02,2505462.0,66672786.3,1.86,1.89,97.31,1.0,41537390.0,1462635.0,1560912.0,38922143.22,,,110000.0,0.29,,,,,7000.0,,,,0.29,110000.0,,,,57.06,,,,15.71,15.71,7844711.0,208755407.24,,306.72,15.69,24.07,0.2032,29.24,0.2692,39.28
2008-05-05,3003862.0,79833945.04,2.35,2.27,117.07,1.0,47562699.63,1732335.0,1789612.0,46040442.99,,,269700.0,9.31,,,,,228700.0,,,,9.31,269700.0,,,,67.9,,,,18.62,18.62,7569361.0,201171675.01,,297.26,18.6,25.69,0.1998,26.18,0.3229,39.23
2008-05-06,3062762.0,80901354.13,2.56,2.31,119.55,1.0,51445214.53,1633235.0,1947612.0,43141100.46,,,,6.19,,,,3.91,158000.0,99100.0,,,6.19,,,,,63.99,,,,17.58,17.58,7659019.0,202309225.61,,300.32,17.56,23.69,0.1851,24.16,0.3296,38.99
2008-05-07,3014062.0,80023354.15,2.6,2.28,117.45,1.0,53007398.93,1535635.0,1996512.0,40771113.35,,,,1.84,,,,3.92,48900.0,97600.0,,,1.84,,,,,60.06,,,,16.52,16.52,7759119.0,206004630.17,,302.2,16.58,23.18,0.1829,23.53,0.3243,39.19
2008-05-08,2916862.0,77205563.93,2.61,2.2,113.79,1.0,50174397.5,1824335.0,1895612.0,48287787.52,,,288700.0,,,,,,,,,,,288700.0,,,100900.0,71.47,3.89,,,20.18,20.18,7217119.0,191027803.96,,282.79,20.17,24.27,0.1883,24.75,0.3226,39.07
2008-05-09,3198162.0,83611216.64,2.93,2.41,124.15,1.0,57008876.45,1820635.0,2180612.0,47597810.06,,,,11.07,,,,0.46,285000.0,3700.0,,,11.07,,,,,71.01,,,,20.13,20.13,7222819.0,188829922.99,,282.27,20.1,21.35,0.2127,33.88,0.3536,38.59
2008-05-12,3318962.0,87174082.81,3.22,2.51,126.42,1.0,57440262.28,1935135.0,2186912.0,50827222.1,,,114500.0,3.17,,,,,80000.0,,,,3.17,114500.0,,,73700.0,74.58,4.63,,,21.37,21.37,7118319.0,186965964.04,,274.84,21.34,21.99,0.2169,34.12,0.3666,38.77
2008-05-13,3413935.0,89761106.27,3.39,2.58,132.11,1.0,56894085.98,2053135.0,2163885.0,53982184.46,,,118000.0,0.69,,,,,20473.0,,,,0.69,118000.0,,,43500.0,79.7,0.0,,,22.71,22.71,6989019.0,183759233.01,,270.85,22.74,21.68,0.2152,33.97,0.3776,38.81
2008-05-14,3611935.0,95970293.1,3.65,2.73,140.28,1.0,62756056.16,2053135.0,2361885.0,54552467.78,,,,7.69,,,,,198000.0,,,,7.69,,,,,79.66,,,,22.71,22.71,6989089.0,185702378.31,,271.3,22.7,20.07,0.196,31.21,0.3995,39.22
2008-05-15,3417435.0,90732908.38,3.64,2.58,133.79,1.0,57544077.54,2078135.0,2167385.0,55174489.8,,,25000.0,,,,,,,,,,,25000.0,,,194500.0,81.55,7.45,,,23.01,23.01,6952169.0,184580105.52,,272.55,23.03,21.57,0.2135,33.9,0.3784,39.19
2008-05-16,3682935.0,98231047.33,4.14,2.78,143.94,1.0,62409288.84,2171135.0,2339885.0,57908397.77,,,93000.0,6.73,,,,,172500.0,,,,6.73,93000.0,,,,84.84,,,,24.06,24.06,6852295.0,182764049.46,,268.77,23.99,19.66,0.199,31.82,0.4082,39.37
2008-05-19,3591935.0,96850272.44,4.03,2.71,141.18,1.0,63090924.45,2080135.0,2339885.0,56087218.02,,,,,,,,2.9,,91000.0,,,,,,,,81.98,,,,23.05,23.05,6945875.0,187283424.14,,273.39,23.07,19.53,0.1982,31.7,0.398,39.8
2008-05-20,3541135.0,93849213.11,4.02,2.67,139.88,1.0,60666658.01,2440135.0,2289085.0,64669872.69,,,360000.0,,,13500.0,,,,,,,,360000.0,0.56,,64300.0,96.76,2.41,,,27.04,27.04,6582455.0,174452039.27,,262.13,26.96,19.77,0.2005,32.53,0.3925,39.12
2008-05-21,4096335.0,107925163.43,4.56,3.09,159.93,1.0,73680959.49,2617835.0,2796585.0,68971475.77,,,177700.0,19.4,,,,,510000.0,,,,19.4,177700.0,,,2500.0,102.19,0.29,,,29.01,29.01,6404755.0,168744555.83,,250.79,28.95,16.73,0.2563,43.59,0.454,38.89
