,LEM FP Equity_DX_SI_QTY,LEM FP Equity_DX_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LEM FP Equity_DX_SI_MV,LEM FP Equity_DX_DSS,LEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY,LEM FP Equity_DX_BROKER_SI_QTY,LEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LEM FP Equity_DX_BROKER_SI_MV_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,LEM FP Equity_DX_BROKER_SI_MV_INC_x,LEM FP Equity_DX_SUPPLY_SI_MV_NEW,LEM FP Equity_DX_BROKER_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_NEW,LEM FP Equity_DX_SUPPLY_SI_MV_DEC,LEM FP Equity_DX_BROKER_SI_QTY_INC,LEM FP Equity_DX_SUPPLY_SI_QTY_DEC,LEM FP Equity_DX_BROKER_SI_MV_NEW_y,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LEM FP Equity_DX_BROKER_SI_MV_INC_y,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,LEM FP Equity_DX_BROKER_SI_MV_ADD,LEM FP Equity_DX_SUPPLY_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_DEC,LEM FP Equity_DX_SUPPLY_SI_MV,LEM FP Equity_DX_BROKER_SI_MV_DEC,LEM FP Equity_DX_SUPPLY_SI_MV_RMV,LEM FP Equity_DX_BROKER_SI_MV_RMV,LEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LEM FP Equity_DX_UTILIZATION_QUANTITY,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LEM FP Equity_DX_ACTIVE_UTILIZATION_MV,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LEM FP Equity_DX_BROKER_SI_CON_RATIO,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LEM FP Equity_DX_DEMAND_SUPPLY_RATIO,LEM FP Equity_PX_LAST
2010-06-30,38700.0,280049.31,0.09,0.03,0.3,3.0,280049.31,0.0,38700.0,0.0,,,,,,1000.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.58,0.4631,48.56,0.0833,7.51
2010-07-01,20100.0,139641.64,0.05,0.02,0.15,2.0,139641.64,0.0,20100.0,0.0,,,,,,,,,,,,,,,,,18600.0,0.0,0.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.97,0.8593,92.53,0.0432,7.21
2010-07-02,231100.0,1616665.5,0.57,0.19,1.67,5.0,1616665.5,0.0,231100.0,0.0,,,,0.08,,200000.0,,,11000.0,,,,0.08,,1.44,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.05,0.758,86.53,0.4972,7.26
2010-07-05,231100.0,1624459.35,0.6,0.19,1.68,5.0,1624459.35,0.0,231100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.05,0.758,86.54,0.5804,7.295
2010-07-06,231100.0,1652294.5,0.62,0.19,1.69,5.0,1652294.5,0.0,231100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.04,0.7582,86.54,0.5977,7.42
2010-07-07,230600.0,1655385.63,0.64,0.19,1.71,5.0,1655385.63,11500.0,230600.0,82553.92,,,,,,,,,,,,,,,,11500.0,500.0,0.08,0.0,,,100.0,2.94,0.0,0.0,,0.0,100.0,8.07,0.7612,86.73,0.5905,7.45
2010-07-08,30600.0,220254.93,0.09,0.03,0.23,3.0,220254.93,11500.0,30600.0,82775.54,,,,,,,,,,,,,,,,,200000.0,0.08,1.48,,,100.0,2.91,0.0,0.0,,0.0,100.0,37.59,0.5112,60.8,0.0776,7.47
2010-07-09,30600.0,223940.59,0.09,0.03,0.23,3.0,223940.59,11500.0,30600.0,84160.68,,,,,,,,,,,,,,,,,,0.08,,,,100.0,2.91,0.0,0.0,,0.0,100.0,37.59,0.5113,60.8,0.0776,7.595
2010-07-12,30100.0,220861.5,0.09,0.03,0.23,3.0,220861.5,11500.0,30100.0,84382.3,,,,,,,,,,,,,,,,,500.0,0.09,0.0,,,100.0,2.91,0.0,0.0,,0.0,100.0,38.21,0.5278,61.79,0.0763,7.615
2010-07-13,30100.0,221296.55,0.08,0.03,0.23,3.0,221296.55,11500.0,30100.0,84548.51,,,,,,,,,,,,,,,,,,0.08,,,,100.0,2.91,0.0,0.0,,0.0,100.0,38.21,0.5278,61.79,0.0763,7.63
2010-07-14,30100.0,220136.41,0.09,0.03,0.23,3.0,220136.41,11500.0,30100.0,84105.27,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,38.21,0.5278,61.79,0.0763,7.59
2010-07-15,36600.0,261855.17,0.11,0.03,0.28,3.0,261855.17,11500.0,36600.0,82276.9,,,,,,6500.0,,,,,,,,,0.05,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,31.42,0.3885,50.81,0.0928,7.425
2010-07-16,36600.0,257623.16,0.11,0.03,0.27,3.0,257623.16,11500.0,36600.0,80947.17,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,31.29,0.3868,50.61,0.0928,7.305
2010-07-19,34606.0,243587.63,0.11,0.03,0.25,3.0,243587.63,11500.0,34606.0,80947.17,,,,,,,,,,,,,,,,,1994.0,0.08,0.02,,,100.0,2.91,0.0,0.0,,0.0,100.0,33.23,0.4162,53.74,0.0877,7.305
2010-07-20,34606.0,247922.52,0.11,0.03,0.25,3.0,247922.52,11500.0,34606.0,82387.71,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,33.23,0.4162,53.74,0.0877,7.435
2010-07-21,34606.0,252090.69,0.11,0.03,0.26,3.0,252090.69,11500.0,34606.0,83772.84,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,33.3,0.4175,53.87,0.0877,7.56
2010-07-22,102312.0,754667.03,0.33,0.09,0.77,5.0,754667.03,11500.0,102312.0,84825.54,,,,0.51,,,,,67706.0,,,,0.51,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,18.2,0.5435,70.55,0.2593,7.655
2010-07-23,102312.0,760089.19,0.31,0.09,0.78,5.0,760089.19,11500.0,102312.0,85435.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,18.36,0.5407,70.29,0.2593,7.71
2010-07-26,102312.0,758610.42,0.3,0.09,0.78,5.0,758610.42,11500.0,102312.0,85268.78,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,18.45,0.539,70.14,0.2593,7.695
2010-07-27,102312.0,757624.57,0.3,0.09,0.78,5.0,757624.57,11500.0,102312.0,85157.97,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,18.43,0.5395,70.18,0.2593,7.685
2010-07-28,97806.0,721901.38,0.3,0.09,0.74,5.0,721901.38,11500.0,97806.0,84880.95,,,,,,,,,,,,,,,,,4506.0,0.09,0.03,,,100.0,2.91,0.0,0.0,,0.0,100.0,19.23,0.5257,68.89,0.2479,7.66
2010-07-29,32816.0,241106.6,0.1,0.03,0.25,3.0,241106.6,11500.0,32816.0,84493.11,,,,,,,,,,,,,,,,,64990.0,0.09,0.49,,,100.0,2.91,0.0,0.0,,0.0,100.0,35.08,0.4517,56.74,0.0832,7.625
2010-07-30,31740.0,234271.41,0.1,0.03,0.24,3.0,234271.41,11500.0,31740.0,84880.95,,,,,,,,,,,,,,,,,1076.0,0.09,0.01,,,100.0,2.91,0.0,0.0,,0.0,100.0,36.25,0.4777,58.62,0.0804,7.66
2010-08-02,31740.0,239073.06,0.1,0.03,0.24,3.0,239073.06,11500.0,31740.0,86620.67,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,36.26,0.4779,58.64,0.0804,7.817
2010-08-03,31740.0,237329.79,0.1,0.03,0.25,3.0,237329.79,11500.0,31740.0,85989.05,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.91,0.0,0.0,,0.0,100.0,36.29,0.4788,58.7,0.0804,7.76
2010-08-04,40107.0,300665.35,0.12,0.04,0.31,3.0,300665.35,11500.0,40107.0,86210.67,,,,0.06,,,,,8367.0,,,,0.06,,,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,28.71,0.3598,46.43,0.1021,7.78
2010-08-05,40107.0,300085.66,0.13,0.04,0.31,3.0,300085.66,11500.0,40107.0,86044.46,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,28.73,0.3599,46.46,0.1021,7.765
2010-08-06,284700.0,2093675.81,0.88,0.25,2.21,5.0,2093675.81,11500.0,284700.0,84570.68,,,,,,254600.0,,,,,,,,,1.98,,10007.0,0.09,0.08,,,100.0,2.93,0.0,0.0,,0.0,100.0,6.53,0.8057,89.43,0.725,7.632
2010-08-09,284700.0,2130710.16,0.82,0.25,2.17,5.0,2130710.16,11500.0,284700.0,86066.62,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,6.53,0.8058,89.44,0.725,7.767
2010-08-10,284700.0,2114524.78,0.92,0.25,2.21,5.0,2114524.78,11500.0,284700.0,85412.84,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,6.53,0.8057,89.43,0.725,7.708
2010-08-11,284700.0,2092578.49,0.94,0.25,2.19,5.0,2092578.49,11500.0,284700.0,84526.35,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,6.53,0.8057,89.43,0.725,7.628
2010-08-12,319100.0,2354031.85,0.99,0.28,2.44,5.0,2354031.85,11500.0,319100.0,84836.62,,,,,,34400.0,,,,,,,,,0.26,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,10.81,0.6526,79.77,0.8125,7.656
2010-08-13,923439.0,6882593.75,2.99,0.82,7.09,5.0,6882593.75,11500.0,923439.0,85712.03,,,,4.52,,17239.0,,,587100.0,,,,4.52,,0.13,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,3.71,0.8337,91.18,2.3514,7.735
2010-08-16,1019299.0,7595095.06,3.3,0.91,7.88,5.0,7595095.06,11500.0,1019299.0,85689.86,,,,0.74,,,,,95860.0,,,,0.74,,,,,0.09,,,,100.0,2.93,0.0,0.0,,0.0,100.0,11.08,0.6967,82.63,2.5955,7.733
2010-08-17,1037299.0,7833167.47,3.36,0.92,8.02,5.0,7606622.35,41500.0,1007299.0,313387.41,,,30000.0,,,,,,,,,,,30000.0,,,12000.0,0.32,0.09,,,100.0,10.57,0.0,0.0,,0.0,100.0,11.2,0.7126,83.61,2.6413,7.837
2010-08-18,1047349.0,7883830.21,3.65,0.92,8.2,5.0,7658007.77,41500.0,1017349.0,312387.71,,,,0.09,,,,,10050.0,,,,0.09,,,,,0.32,,,,100.0,10.57,0.0,0.0,,0.0,100.0,12.07,0.7013,82.82,2.6669,7.812
2010-08-19,1557349.0,11644779.65,5.42,1.37,12.16,5.0,11420460.38,41500.0,1527349.0,310308.32,,,,3.75,,30000.0,,,480000.0,,,,3.75,,0.23,,,0.32,,,,100.0,10.57,0.0,0.0,,0.0,100.0,30.22,0.4064,55.17,3.9656,7.76
2010-08-20,1566799.0,11807533.24,5.61,1.38,12.16,5.0,11581450.64,41500.0,1536799.0,312747.6,,,,0.13,,,,,19500.0,,,,0.13,,,,10050.0,0.32,0.08,,,100.0,13.17,0.0,0.0,,0.0,100.0,31.3,0.4075,54.78,4.9705,7.821
2010-08-23,1440939.0,10897917.87,5.11,1.27,11.27,5.0,10671025.86,41500.0,1410939.0,313867.27,,,,,,,,,,,,,,,,,125860.0,0.32,0.98,,,100.0,13.17,0.0,0.0,,0.0,100.0,34.08,0.4736,59.7,4.5713,7.849
2010-08-24,1397599.0,10401798.87,4.86,1.23,10.97,5.0,10178520.25,41500.0,1367599.0,308868.75,,,,,,,,,,,,,,,,,43340.0,0.32,0.34,,,100.0,13.17,0.0,0.0,,0.0,100.0,35.18,0.5034,61.58,4.4338,7.724
2010-08-25,1397599.0,10281943.86,4.89,1.25,10.8,5.0,10061237.98,41500.0,1367599.0,305309.8,,,,,,,,,,,,,,,,,,0.32,,,,100.0,13.03,0.0,0.0,,0.0,100.0,35.16,0.5032,61.57,4.3896,7.635
2010-08-26,943700.0,6986318.71,3.21,0.85,7.22,5.0,6764225.29,41500.0,913700.0,307229.23,,,,,,,,,,,,,,,,,453899.0,0.32,3.51,,,100.0,13.03,0.0,0.0,,0.0,100.0,3.39,0.8508,92.12,2.964,7.683
2010-08-27,779600.0,5770716.49,2.67,0.7,6.0,5.0,5548651.98,41500.0,749600.0,307189.24,,,,,,,,,,,,,,,,,164100.0,0.32,1.22,,,100.0,13.03,0.0,0.0,,0.0,100.0,4.13,0.8207,90.41,2.4486,7.682
2010-08-30,780009.0,5794788.6,2.73,0.7,6.0,5.0,5571914.69,41500.0,750009.0,308308.91,,,,0.0,,,,,409.0,,,,0.0,,,,,0.32,,,,100.0,13.03,0.0,0.0,,0.0,100.0,4.18,0.8198,90.37,2.4499,7.71
2010-08-31,780009.0,5796291.79,2.74,0.7,6.02,5.0,5573360.06,41500.0,750009.0,308388.89,,,,,,,,,,,,,,,,,,0.32,,,,100.0,13.03,0.0,0.0,,0.0,100.0,4.19,0.8199,90.37,2.4499,7.712
2010-09-01,780009.0,5909030.87,2.71,0.7,6.02,5.0,5681763.07,41500.0,750009.0,314387.12,,,,,,,,,,,,,,,,,,0.32,,,,100.0,13.03,0.0,0.0,,0.0,100.0,4.18,0.82,90.38,2.4499,7.862
2010-09-02,439509.0,3320224.43,1.56,0.39,3.45,5.0,3093592.59,41500.0,409509.0,313507.38,,,,,,,,,,,,,,,,,340500.0,0.32,2.58,,,100.0,13.03,0.0,0.0,,0.0,100.0,7.67,0.6907,82.45,1.3804,7.84
2010-09-03,439509.0,3347328.3,1.56,0.39,3.44,5.0,3118846.41,41500.0,409509.0,316066.62,,,,,,,,,,,,,,,,,,0.32,,,,100.0,13.15,0.0,0.0,,0.0,100.0,7.68,0.6903,82.43,1.3928,7.904
2010-09-06,439509.0,3355798.26,1.71,0.39,3.45,5.0,3126738.23,41500.0,409509.0,316866.38,,,,,,,,,,,,,,,,,,0.33,,,,100.0,13.15,0.0,0.0,,0.0,100.0,7.74,0.689,82.35,1.3928,7.924
2010-09-07,199509.0,1525624.86,0.77,0.18,1.57,5.0,1296217.94,41500.0,169509.0,317346.24,,,,,,,,,,,,,,,,,240000.0,0.33,1.87,,,100.0,13.15,0.0,0.0,,0.0,100.0,18.61,0.3945,57.56,0.6322,7.936
2010-09-08,187600.0,1443957.78,0.71,0.17,1.48,5.0,1213047.69,30000.0,157600.0,230910.09,,,,,,,,0.09,,11500.0,,,,,,,11909.0,0.24,0.09,,,100.0,9.51,0.0,0.0,,0.0,100.0,13.77,0.4321,61.94,0.5945,7.988
2010-09-09,192782.0,1494989.2,0.72,0.17,1.53,5.0,1262344.68,30000.0,162782.0,232644.52,,,,0.04,,,,,5182.0,,,,0.04,,,,,0.24,,,,100.0,9.47,0.0,0.0,,0.0,100.0,15.15,0.4147,60.07,0.6086,8.048
2010-09-10,192782.0,1495546.48,0.73,0.17,1.54,5.0,1262815.23,30000.0,162782.0,232731.24,,,,,,,,,,,,,,,,,,0.24,,,,100.0,9.47,0.0,0.0,,0.0,100.0,15.26,0.4147,60.07,0.6086,8.051
2010-09-13,192782.0,1513490.78,0.75,0.17,1.54,5.0,1277967.11,30000.0,162782.0,235523.67,,,,,,,,,,,,,,,,,,0.24,,,,100.0,9.92,0.0,0.0,,0.0,100.0,15.26,0.4149,60.09,0.6373,8.097
2010-09-14,223424.0,1747122.48,0.86,0.2,1.79,5.0,1512529.63,30000.0,193424.0,234592.86,,,,0.25,,,,,30642.0,,,,0.25,,,,,0.24,,,,100.0,9.92,0.0,0.0,,0.0,100.0,28.78,0.3597,50.53,0.7386,8.065
2010-09-15,223424.0,1729358.81,0.87,0.2,1.79,5.0,1497151.15,30000.0,193424.0,232207.66,,,,,,,,,,,,,,,,,,0.24,,,,100.0,9.92,0.0,0.0,,0.0,100.0,28.76,0.3595,50.52,0.7386,7.983
2010-09-16,223424.0,1719177.19,0.85,0.2,1.78,5.0,1488336.65,30000.0,193424.0,230840.53,,,,,,,,,,,,,,,,,,0.24,,,,100.0,9.16,0.0,0.0,,0.0,100.0,28.73,0.359,50.47,0.6822,7.936
2010-09-17,263424.0,2034116.16,1.02,0.24,2.09,5.0,1802461.16,30000.0,233424.0,231654.99,,,,0.31,,,,,40000.0,,,,0.31,,,,,0.24,,,,100.0,9.16,0.0,0.0,,0.0,100.0,23.78,0.419,58.95,0.8044,7.964
2010-09-20,365424.0,2850442.43,1.52,0.32,2.91,5.0,2616431.32,30000.0,335424.0,234011.1,,,,0.82,,,,,102000.0,,,,0.82,,,,,0.24,,,,100.0,9.16,0.0,0.0,,0.0,100.0,37.0,0.3348,40.94,1.1158,8.045
2010-09-21,664424.0,5142167.19,2.72,0.58,5.34,5.0,4909988.62,30000.0,634424.0,232178.57,,,,2.83,,,,,350000.0,,,,2.83,,,,51000.0,0.24,0.41,,,100.0,9.16,0.0,0.0,,0.0,100.0,11.37,0.6137,76.96,2.0288,7.982
2010-09-22,1064424.0,8111970.49,4.21,0.93,8.5,5.0,6359141.53,230000.0,834424.0,1752828.96,,,,1.57,,,,,200000.0,,,,1.57,,,200000.0,,1.84,,,,100.0,70.23,0.0,0.0,,0.0,100.0,19.34,0.4876,66.49,3.2502,7.86
2010-09-23,1064424.0,8188342.73,4.62,0.93,8.37,5.0,6419011.31,230000.0,834424.0,1769331.42,,,,,,,,,,,,,,,,,,1.81,,,,100.0,56.79,0.0,0.0,,0.0,100.0,19.33,0.4866,66.4,2.6282,7.934
2010-09-24,1094424.0,8397902.19,4.72,0.96,8.69,5.0,6633030.89,230000.0,864424.0,1764871.3,,,,,,30000.0,,,,,,,,,0.24,,,1.83,,,,100.0,56.79,0.0,0.0,,0.0,100.0,18.79,0.461,64.59,2.7023,7.914
2010-09-27,1094424.0,8395779.9,4.68,0.96,8.66,5.0,6631354.62,230000.0,864424.0,1764425.28,,,,,,,,,,,,,,,,,,1.82,,,,100.0,56.79,0.0,0.0,,0.0,100.0,18.78,0.4607,64.57,2.7023,7.912
2010-09-28,1063782.0,8139052.29,4.56,0.93,8.36,5.0,6379310.14,230000.0,833782.0,1759742.15,,,,,,,,,,,,,,,,,30642.0,1.83,0.24,,,100.0,56.79,0.0,0.0,,0.0,100.0,19.48,0.4836,66.24,2.6266,7.891
2010-09-29,1065763.0,8159375.81,4.49,0.93,8.42,5.0,6398518.62,230000.0,835763.0,1760857.18,,,,0.07,,,,,1981.0,,,,0.07,,,,,1.82,,,,100.0,56.79,0.0,0.0,,0.0,100.0,19.28,0.4871,66.57,2.6315,7.896
2010-09-30,1037673.0,7999658.14,4.27,0.91,8.21,5.0,6226535.61,230000.0,807673.0,1773122.53,,,,,,,,,,,,,,,,,28090.0,1.82,0.22,,,100.0,56.79,0.0,0.0,,0.0,100.0,19.82,0.5136,68.41,2.5622,7.951
2010-10-01,1037673.0,8010725.46,4.15,0.91,8.25,5.0,6235149.86,230000.0,807673.0,1775575.6,,,,,,,,,,,,,,,,,,1.83,,,,100.0,56.79,0.0,0.0,,0.0,100.0,19.83,0.5134,68.39,2.5622,7.962
2010-10-04,1291754.0,10014787.96,5.35,1.13,10.29,5.0,8035785.15,255261.0,1036493.0,1979002.8,,,10000.0,1.83,,,,,230000.0,,,,1.83,10000.0,,15261.0,1180.0,2.03,0.01,,,100.0,63.03,0.0,0.0,,0.0,100.0,15.97,0.3562,55.05,3.1895,7.996
2010-10-05,1396754.0,10897906.64,5.82,1.22,11.18,5.0,8906281.38,255261.0,1141493.0,1991625.26,,,,0.85,,,,,105000.0,,,,0.85,,,,,2.04,,,,100.0,63.03,0.0,0.0,,0.0,100.0,14.73,0.3165,50.76,3.4488,8.047
2010-10-06,1349654.0,10546121.24,5.56,1.18,10.86,5.0,8551525.99,255261.0,1094393.0,1994595.25,,,,,,,,,,,,,,,,,47100.0,2.05,0.34,,,100.0,63.03,0.0,0.0,,0.0,100.0,15.27,0.3034,49.02,3.3325,8.059
2010-10-07,1014773.0,7854602.12,4.07,0.89,8.18,5.0,5878816.81,255261.0,759512.0,1975785.32,,,,,,,,,,,,,,,,,334881.0,2.06,2.69,,,100.0,63.03,0.0,0.0,,0.0,100.0,20.52,0.2132,31.5,2.5056,7.983
2010-10-08,901373.0,7000454.21,3.57,0.79,7.21,5.0,5017986.41,255261.0,646112.0,1982467.79,,,,,,,,,,,,,,,,,113400.0,2.04,0.93,,,100.0,63.03,0.0,0.0,,0.0,100.0,23.2,0.2198,30.99,2.2256,8.01
2010-10-11,1179073.0,9191489.62,4.58,1.03,9.44,5.0,7201596.85,255261.0,923812.0,1989892.76,,,,2.23,,,,,277700.0,,,,2.23,,,,,2.04,,,,100.0,63.03,0.0,0.0,,0.0,100.0,30.43,0.2393,30.51,2.9113,8.04
2010-10-12,1329073.0,10354374.64,5.12,1.17,10.69,5.0,8365719.37,255261.0,1073812.0,1988655.27,,,,1.21,,,,,150000.0,,,,1.21,,,,,2.05,,,,100.0,63.03,0.0,0.0,,0.0,100.0,26.89,0.214,26.98,3.2817,8.035
2010-10-13,1430173.0,11264040.05,5.38,1.25,11.5,5.0,9253604.86,255261.0,1174912.0,2010435.19,,,,0.81,,,,,101100.0,,,,0.81,,,,,2.05,,,,100.0,63.03,0.0,0.0,,0.0,100.0,24.93,0.2257,32.3,3.5313,8.123
2010-10-14,1414912.0,11057415.51,5.35,1.24,11.48,5.0,9181836.16,240000.0,1174912.0,1875579.35,,,,,,,,0.12,,15261.0,,,,,,,,1.95,,,,100.0,59.07,0.0,0.0,,0.0,100.0,25.25,0.2309,32.71,3.4826,8.06
2010-10-15,1653912.0,12904332.88,6.23,1.45,13.33,5.0,11031778.66,240000.0,1413912.0,1872554.22,,,,2.06,,,,,259000.0,,,,2.06,,,,20000.0,1.94,0.17,,,100.0,59.07,0.0,0.0,,0.0,100.0,21.49,0.2802,43.87,4.0708,8.047
2010-10-18,1853912.0,14480972.57,6.69,1.62,14.93,5.0,12606324.04,240000.0,1613912.0,1874648.54,,,,1.6,,,,,200000.0,,,,1.6,,,,,1.93,,,,100.0,59.07,0.0,0.0,,0.0,100.0,19.13,0.32,50.04,4.5631,8.056
2010-10-19,1685230.0,13080058.18,5.91,1.47,13.58,5.0,11217277.46,240000.0,1445230.0,1862780.73,,,,0.41,,,,,50000.0,,,,0.41,,,,218682.0,1.93,1.76,,,100.0,59.07,0.0,0.0,,0.0,100.0,13.66,0.3853,58.24,4.1479,8.005
2010-10-20,1675230.0,12971580.81,5.85,1.44,13.42,5.0,11190653.06,230000.0,1445230.0,1780927.74,,,,,,,,0.08,,10000.0,,,,,,,,1.84,,,,100.0,56.61,0.0,0.0,,0.0,100.0,13.63,0.3852,58.23,4.1233,7.986
2010-10-21,1540230.0,11962095.14,5.18,1.32,12.32,5.0,10175815.24,230000.0,1310230.0,1786279.89,,,,,,,,,,,,,,,,,135000.0,1.84,1.09,,,100.0,56.61,0.0,0.0,,0.0,100.0,14.92,0.4486,63.41,3.791,8.01
2010-10-22,2034500.0,15812646.44,6.75,1.7,16.32,5.0,14025028.51,230000.0,1804500.0,1787617.93,,,,1.45,,420000.0,,,179270.0,,,,1.45,,3.38,,105000.0,1.84,0.84,,,100.0,56.79,0.0,0.0,,0.0,100.0,21.05,0.3719,55.2,5.0235,8.016
2010-10-25,2042770.0,15989820.25,6.65,1.7,16.39,5.0,14189490.96,230000.0,1812770.0,1800329.29,,,,0.1,,,,,12000.0,,,,0.1,,,,3730.0,1.84,0.03,,,100.0,56.79,0.0,0.0,,0.0,100.0,21.54,0.3715,55.0,5.0439,8.073
2010-10-26,2042770.0,16053201.18,6.68,1.7,16.58,5.0,14245735.69,230000.0,1812770.0,1807465.49,,,,,,,,,,,,,,,,,,1.86,,,,100.0,56.79,0.0,0.0,,0.0,100.0,21.96,0.3705,54.77,5.0439,8.105
2010-10-27,1377970.0,10649806.81,4.26,1.15,11.22,5.0,8872224.16,230000.0,1147970.0,1777582.65,,,,,,,,,,,,,,,,,664800.0,1.86,5.36,,,100.0,56.79,0.0,0.0,,0.0,100.0,32.68,0.2628,32.7,3.4024,7.971
2010-10-28,1368150.0,10563299.38,3.76,1.14,11.06,5.0,8787500.78,230000.0,1138150.0,1775798.6,,,,,,,,,,,,,,,,,9820.0,1.84,0.08,,,100.0,56.79,0.0,0.0,,0.0,100.0,32.68,0.2665,33.19,3.3782,7.963
2010-10-29,1368150.0,10591156.88,2.69,1.09,11.05,5.0,8810675.15,230000.0,1138150.0,1780481.73,,,,,,,,,,,,,,,,,,1.84,,,,100.0,56.79,0.0,0.0,,0.0,100.0,32.66,0.2665,33.2,3.3782,7.984
2010-11-01,1198549.0,9430473.0,2.34,0.95,9.71,5.0,7620777.45,230000.0,968549.0,1809695.55,,,,0.44,,,,,55399.0,,,,0.44,,,,225000.0,1.84,1.79,,,100.0,56.79,0.0,0.0,,0.0,100.0,37.36,0.3158,37.88,2.9594,8.115
2010-11-02,755449.0,5928673.16,1.48,0.6,6.17,5.0,4123660.74,230000.0,525449.0,1805012.42,,,,,,,,,,,,,,,,,443100.0,1.87,3.54,,,100.0,56.79,0.0,0.0,,0.0,100.0,27.38,0.4452,59.95,1.8653,8.094
2010-11-03,855449.0,6710972.85,1.7,0.68,6.97,5.0,6475623.71,30000.0,825449.0,235349.14,,,,,,300000.0,,1.62,,200000.0,,,,,2.39,,,0.24,,,,100.0,7.41,0.0,0.0,,0.0,100.0,35.5,0.419,53.34,2.1122,8.091
2010-11-04,995751.0,7929425.66,1.84,0.79,8.18,5.0,7690527.81,30000.0,965751.0,238897.85,,,,,,200000.0,,,,,,,,,1.62,,59698.0,0.24,0.48,,,100.0,7.41,0.0,0.0,,0.0,100.0,31.01,0.3424,45.18,2.4587,8.213
2010-11-05,1280600.0,10318193.76,2.33,1.02,10.55,5.0,10076474.4,30000.0,1250600.0,241719.36,,,,,,300000.0,,,,,,,,,2.44,,15151.0,0.24,0.12,,,100.0,7.41,0.0,0.0,,0.0,100.0,24.17,0.2609,34.8,3.162,8.31
2010-11-08,1218600.0,9857631.41,2.17,0.97,10.12,5.0,9614952.15,30000.0,1188600.0,242679.26,,,,,,,,,,,,,,,,,62000.0,0.25,0.5,,,100.0,7.41,0.0,0.0,,0.0,100.0,25.25,0.2531,31.29,3.0089,8.343
2010-11-09,1190860.0,9710595.45,2.1,0.94,9.94,5.0,9692166.8,2260.0,1188600.0,18428.65,,,,,,,,0.23,,27740.0,,,,,,,,0.02,,,,100.0,0.56,0.0,0.0,,0.0,100.0,25.43,0.253,31.14,2.9404,8.41
