,RXL FP Equity_DX_SI_QTY,RXL FP Equity_DX_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RXL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RXL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RXL FP Equity_DX_SI_MV,RXL FP Equity_DX_DSS,RXL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY,RXL FP Equity_DX_BROKER_SI_QTY,RXL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RXL FP Equity_DX_BROKER_SI_MV_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_x,RXL FP Equity_DX_BROKER_SI_MV_INC_x,RXL FP Equity_DX_SUPPLY_SI_MV_NEW,RXL FP Equity_DX_BROKER_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_NEW,RXL FP Equity_DX_SUPPLY_SI_MV_DEC,RXL FP Equity_DX_BROKER_SI_QTY_INC,RXL FP Equity_DX_SUPPLY_SI_QTY_DEC,RXL FP Equity_DX_BROKER_SI_MV_NEW_y,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RXL FP Equity_DX_BROKER_SI_MV_INC_y,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_y,RXL FP Equity_DX_BROKER_SI_MV_ADD,RXL FP Equity_DX_SUPPLY_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_DEC,RXL FP Equity_DX_SUPPLY_SI_MV,RXL FP Equity_DX_BROKER_SI_MV_DEC,RXL FP Equity_DX_SUPPLY_SI_MV_RMV,RXL FP Equity_DX_BROKER_SI_MV_RMV,RXL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RXL FP Equity_DX_UTILIZATION_QUANTITY,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RXL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RXL FP Equity_DX_ACTIVE_UTILIZATION_MV,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RXL FP Equity_DX_BROKER_SI_CON_RATIO,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RXL FP Equity_DX_DEMAND_SUPPLY_RATIO,RXL FP Equity_PX_LAST
2012-12-18,585284.0,7424276.22,0.55,1.72,0.22,9.1,0.0,6047963.23,335267.0,476784.0,4252832.5,,,,0.22,,,,0.03,14875.0,1587.0,,,0.22,,,58377.0,3273.0,5.09,0.05,,,1.05,1.05,31564840.0,400397227.63,,478.18,1.05,21.34,0.1467,22.55,0.0183,15.4
2012-12-19,435501.0,5597829.65,0.41,1.29,0.16,6.85,0.0,4203195.62,241241.0,327001.0,3100856.31,,,,,,,,1.42,,94026.0,,,,,,,149783.0,3.73,2.28,,,0.75,0.75,31725504.0,407792328.82,,488.2,0.76,17.66,0.1756,29.93,0.0136,15.605
2012-12-20,542768.0,6969908.85,0.51,1.68,0.2,8.49,0.0,5576615.38,305809.0,434268.0,3927020.12,,,,1.81,,,,,118786.0,,,,1.81,,,64568.0,11519.0,4.77,0.19,,,0.95,0.95,31725988.0,407406561.69,,492.76,0.96,14.26,0.2624,45.53,0.0169,15.59
2012-12-21,411010.0,5267793.35,0.39,1.28,0.15,6.48,0.0,3877181.01,233259.0,302510.0,2989611.47,,,,,,519.0,,1.13,,72550.0,,,,,0.01,,132277.0,3.63,2.01,,,0.73,0.73,31931552.0,409257237.85,,497.86,0.72,18.68,0.1761,28.6,0.0128,15.56
2012-12-24,419794.0,5356170.5,0.4,1.34,0.15,6.6,0.0,3870009.71,241238.0,303315.0,3077966.48,,,7979.0,0.0,,6500.0,,,131.0,,,,0.0,7979.0,0.1,,5826.0,3.75,0.09,,,0.75,0.75,31795598.0,405681463.12,,494.22,0.75,18.34,0.1697,28.02,0.0131,15.49
2012-12-25,419794.0,5356170.5,0.4,1.38,0.15,6.59,0.0,3870009.71,241238.0,303315.0,3077966.48,,,,,,,,,,,,,,,,,,3.74,,,,0.72,0.72,33049786.0,421683704.15,,512.72,0.72,18.36,0.1698,28.01,0.0126,
2012-12-26,467678.0,5967124.61,0.44,1.54,0.17,7.33,0.0,4175486.76,265180.0,327257.0,3383443.53,,,12182.0,,,23942.0,,,,,,,,12182.0,0.37,11760.0,,4.11,,,,0.8,0.8,32886134.0,419595660.93,,509.33,0.8,16.5,0.1421,25.13,0.0141,
2012-12-27,530879.0,6793186.73,0.5,1.75,0.2,8.32,0.0,4529273.14,301681.0,353957.0,3860343.63,,,36501.0,0.42,,,,,26700.0,,,,0.42,36501.0,,,,4.68,,,,0.91,0.91,32760916.0,419212324.86,,507.75,0.91,14.54,0.125,22.11,0.0161,15.535
2012-12-28,530879.0,6764763.35,0.5,1.78,0.2,8.33,0.0,4510322.21,301681.0,353957.0,3844191.56,,,,,,,,,,,,,,,,,,4.68,,,,0.91,0.91,32974208.0,420176186.85,,512.08,0.91,14.53,0.1255,22.33,0.016,15.47
2012-12-31,521376.0,6630787.05,0.49,1.84,0.19,8.17,0.0,4380717.8,301681.0,344454.0,3836736.76,,,,,,,,,,,,,,,,,9503.0,4.67,0.14,,,0.9,0.9,33045076.0,420262654.85,,513.94,0.9,13.12,0.1251,22.72,0.0156,15.44
2013-01-01,528310.0,6718972.69,0.5,1.92,0.19,8.26,0.0,4468903.44,301681.0,351388.0,3836736.76,,,,0.11,,,,,6934.0,,,,0.11,,,,,4.66,,,,0.9,0.9,33336832.0,423973166.86,,515.27,0.9,14.29,0.1251,22.27,0.0157,
2013-01-02,602841.0,7927540.2,0.57,2.19,0.22,9.53,0.0,5600962.77,374212.0,425919.0,4921000.19,,,,1.17,,,,,74531.0,,,,1.17,,,72531.0,,5.87,,,,1.09,1.09,34034612.0,447565369.47,,527.93,1.1,19.34,0.1299,20.12,0.0175,15.965
2013-01-03,720013.0,9489144.7,0.68,2.53,0.26,11.56,0.0,6810354.8,454546.0,516753.0,5990520.68,,,52897.0,1.5,,,,0.08,90834.0,5500.0,,,1.5,52897.0,,32937.0,,7.29,,,,1.32,1.32,33935224.0,447236717.74,,542.82,1.33,16.48,0.1538,28.85,0.0209,16.0
2013-01-04,788282.0,10450554.62,0.75,2.76,0.29,12.68,0.0,7682943.81,475819.0,579522.0,6308113.66,,,5500.0,1.02,,,,0.0,62996.0,227.0,,,1.02,5500.0,,16000.0,227.0,7.63,0.01,,,1.38,1.38,33971796.0,450377034.68,,543.5,1.38,14.97,0.171,33.43,0.0229,16.095
2013-01-07,935210.0,12325253.87,0.88,3.3,0.34,15.12,0.0,9336161.36,525114.0,708405.0,6920545.5,,,1900.0,2.14,,,,,129014.0,,,,2.14,1900.0,,47395.0,131.0,8.43,0.0,,,1.53,1.53,33733800.0,444582124.73,,540.6,1.54,24.94,0.1749,29.21,0.0273,16.0
2013-01-08,956008.0,12441861.49,0.9,3.35,0.35,15.39,0.0,9724977.31,507069.0,747248.0,6599194.01,,,,0.63,,,,0.29,39042.0,18045.0,,,0.63,,,,199.0,8.1,0.03,,,1.45,1.45,34404168.0,447749279.14,,548.24,1.46,28.03,0.1857,28.52,0.0274,15.8
2013-01-09,864310.0,11301862.53,0.82,3.01,0.32,13.83,0.0,8572081.75,456703.0,655550.0,5971925.03,,,,0.33,,,,0.81,24049.0,50366.0,,,0.33,,,,115747.0,7.22,1.86,,,1.31,1.31,34537348.0,451616155.3,,545.86,1.31,18.35,0.1816,34.12,0.0247,15.875
2013-01-10,830096.0,10868149.45,0.78,2.79,0.31,13.29,0.0,8335076.8,467107.0,636623.0,6115664.56,,,27127.0,0.14,,,,0.26,8937.0,17187.0,,,0.14,27127.0,,464.0,27864.0,7.37,0.45,,,1.31,1.31,35227740.0,461224175.58,,556.84,1.31,16.32,0.1922,36.58,0.0233,15.895
2013-01-11,906175.0,11942597.84,0.86,3.01,0.33,14.53,0.0,9335093.85,577324.0,708324.0,7608627.86,,,6278.0,1.14,,,,0.0,71951.0,1221.0,,,1.14,6278.0,,105160.0,250.0,9.16,0.0,,,1.62,1.62,35039724.0,461793066.47,,556.05,1.62,22.76,0.1912,33.55,0.0254,16.0
2013-01-14,866288.0,11523955.53,0.82,2.79,0.32,13.96,0.0,8892006.2,577283.0,668437.0,7679413.34,,,,,,,,0.0,,41.0,,,,,,,39887.0,9.24,0.6,,,1.6,1.6,35562052.0,473070740.81,,568.89,1.6,20.74,0.1903,34.35,0.024,16.15
2013-01-15,757306.0,10005585.56,0.72,2.42,0.28,12.29,0.0,7391562.82,558161.0,559455.0,7374466.39,,,,0.09,,,,0.3,4778.0,19122.0,,,0.09,,,,113760.0,9.01,1.77,,,1.54,1.54,35775232.0,472665137.84,,576.32,1.54,17.25,0.1668,31.65,0.0208,16.04
2013-01-16,740473.0,9734392.72,0.7,2.37,0.27,11.94,0.0,7133407.49,520668.0,542622.0,6844796.21,,,,,,,,0.61,,37493.0,,,,,,,16833.0,8.35,0.32,,,1.43,1.43,35770692.0,470248022.06,,572.67,1.44,15.5,0.1661,32.14,0.0204,15.96
2013-01-17,721009.0,9618080.04,0.68,2.48,0.27,11.61,0.0,6978797.1,503610.0,523158.0,6718031.66,,,,,,,,0.31,,17058.0,,,,,,,19464.0,8.04,0.33,,,1.38,1.38,35955536.0,479637872.89,,573.4,1.38,15.82,0.1577,30.22,0.0198,16.195
2013-01-18,727610.0,9757078.71,0.69,2.58,0.27,11.85,0.0,7103943.4,464170.0,529759.0,6224410.36,,,,0.26,,,,0.63,12307.0,39440.0,,,0.26,,,,5706.0,7.52,0.09,,,1.27,1.27,36133336.0,484539524.45,,584.44,1.27,15.76,0.1655,31.78,0.0199,16.28
2013-01-21,727610.0,9727112.25,0.69,2.6,0.27,11.88,0.0,7082125.4,471702.0,529759.0,6305985.77,,,,,,,,0.27,,17000.0,,,,,,24532.0,,7.67,,,,1.33,1.33,34960680.0,467374635.79,,567.23,1.33,15.81,0.1657,31.82,0.0205,16.23
2013-01-22,759741.0,10166045.01,0.72,2.8,0.28,12.39,0.0,7919171.92,439867.0,591825.0,5885831.78,,,3.0,1.12,,3000.0,,0.52,68855.0,31838.0,,,1.12,3.0,0.05,,9789.0,7.14,0.17,,,1.23,1.23,35233176.0,471452841.46,,570.56,1.24,18.57,0.1674,29.78,0.0213,16.245
2013-01-23,734812.0,9847603.22,0.69,2.74,0.27,11.99,0.0,7582570.85,442864.0,565799.0,5935054.07,,,2997.0,0.08,,,,,5000.0,,,,0.08,2997.0,,,31026.0,7.19,0.5,,,1.24,1.24,35250800.0,472414565.28,,571.19,1.24,19.19,0.1546,26.59,0.0206,16.27
2013-01-24,737812.0,9966813.03,0.7,2.84,0.27,12.06,0.0,7683682.68,457464.0,568799.0,6179701.81,,,14600.0,0.05,,,,,3000.0,,,,0.05,14600.0,,,,7.44,,,,1.28,1.28,35152936.0,474867229.65,,570.47,1.29,19.08,0.1532,26.45,0.0207,16.4
2013-01-25,744935.0,10020082.86,0.7,2.86,0.27,12.23,0.0,7650886.47,464587.0,568799.0,6249136.15,,,,,,,,,,,,,,,,7123.0,,7.6,,,,1.31,1.31,34971156.0,470395243.78,,570.63,1.31,18.82,0.151,26.29,0.021,16.33
2013-01-28,782263.0,10477075.63,0.74,3.11,0.29,12.8,0.0,8118035.01,466987.0,606127.0,6254492.57,,,2400.0,0.18,,26000.0,,,11328.0,,,,0.18,2400.0,0.42,,,7.62,,,,1.32,1.32,35035588.0,469241809.15,,570.24,1.32,17.97,0.1455,26.48,0.022,16.26
2013-01-29,792535.0,10422073.27,0.75,3.23,0.29,12.9,0.0,8215281.92,458664.0,624722.0,6031569.35,,,,0.28,,,,0.33,18595.0,20083.0,,,0.28,,,11760.0,,7.43,,,,1.28,1.28,35449620.0,466173149.64,,572.77,1.28,17.84,0.1544,28.49,0.0221,15.965
2013-01-30,789535.0,10278568.53,0.75,3.2,0.29,12.68,0.0,8117326.79,456864.0,623522.0,5947688.11,,,,,,,,0.04,,1800.0,,,,,,,1200.0,7.27,0.02,,,1.27,1.27,35451664.0,461527808.09,,563.32,1.27,18.15,0.1553,28.44,0.022,15.805
2013-01-31,714704.0,9221962.69,0.68,2.85,0.26,11.4,0.0,7163735.88,450364.0,555191.0,5811133.0,,,,,,,,0.11,,6500.0,,,,,,,68331.0,7.11,1.12,,,1.26,1.26,35274384.0,455152137.09,,556.56,1.26,19.24,0.168,28.71,0.02,15.665
2013-02-01,833704.0,11045864.19,0.79,3.24,0.31,13.27,0.0,8111112.59,508056.0,612199.0,6731307.0,,,6400.0,0.93,,,,0.04,57008.0,2210.0,,,0.93,6400.0,,53502.0,,7.97,,,,1.43,1.43,35120168.0,465312156.26,,552.24,1.42,23.74,0.1572,24.61,0.0234,16.085
2013-02-04,839577.0,10992280.79,0.79,3.36,0.31,13.65,0.0,8099095.03,511829.0,618599.0,6701193.68,,,2210.0,,,6400.0,,,,,,,,2210.0,0.1,1563.0,,8.26,,,,1.42,1.42,35483748.0,464575996.58,,570.23,1.43,23.37,0.1552,24.64,0.0233,15.895
2013-02-05,943362.0,12199577.19,0.89,3.78,0.35,14.74,0.0,8591258.83,565573.0,664340.0,7314001.91,,,29408.0,0.46,,,,0.58,53250.0,34952.0,,,0.46,29408.0,,59288.0,7509.0,8.97,0.17,,,1.57,1.57,35424400.0,458109084.58,,560.8,1.57,22.86,0.1654,26.05,0.0262,15.7
2013-02-06,966031.0,12385311.58,0.91,3.93,0.36,14.98,0.0,8808020.16,565573.0,687009.0,7251110.81,,,,0.85,,,,,54422.0,,,,0.85,,,,31753.0,8.87,0.53,,,1.59,1.59,35002196.0,448756927.67,,548.55,1.59,18.71,0.1457,25.47,0.0272,15.565
2013-02-07,851064.0,10848248.54,0.8,3.46,0.31,13.53,0.0,7291641.75,516507.0,572042.0,6583754.35,,,,,,,,0.77,,49066.0,,,,,,,114967.0,8.06,1.81,,,1.45,1.45,35059788.0,446896231.06,,546.49,1.45,14.21,0.1602,31.52,0.0239,15.475
2013-02-08,806542.0,10496652.59,0.76,3.24,0.3,12.79,0.0,6865351.31,497866.0,527520.0,6479422.57,,,,,,,,0.31,,18641.0,,,,,,,44522.0,7.73,0.69,,,1.41,1.41,34909960.0,454331853.76,,541.64,1.41,14.95,0.175,33.24,0.0228,15.8
2013-02-11,856678.0,10806905.75,0.81,3.41,0.32,13.65,0.0,7287071.63,490568.0,577656.0,6188465.37,,,,0.91,,,,0.1,57434.0,7298.0,,,0.91,,,,7298.0,7.69,0.1,,,1.38,1.38,35079152.0,442519931.02,,550.27,1.38,14.09,0.1586,31.27,0.0241,15.315
2013-02-12,856678.0,11459624.51,0.81,3.29,0.32,13.49,0.0,7727198.38,490568.0,577656.0,6562238.18,,,,,,,,,,,,,,,,,,7.57,,,,1.38,1.38,35070272.0,469128597.46,,543.26,1.37,13.88,0.1577,31.14,0.0241,16.24
2013-02-13,848417.0,11481897.73,0.8,2.92,0.31,13.94,0.0,7705804.05,499307.0,569395.0,6757280.8,,8739.0,,0.19,0.14,,,,8739.0,,,8739.0,0.19,,,,17000.0,8.09,0.27,,,1.4,1.4,35138012.0,475533917.97,,570.52,1.4,14.25,0.1604,31.07,0.0238,16.43
2013-02-14,836848.0,11304651.52,0.79,2.87,0.31,13.86,0.0,7465950.93,487738.0,552681.0,6588661.41,,,,,,,,0.25,,16714.0,,,,,,5145.0,16714.0,7.99,0.28,,,1.37,1.37,35132256.0,474587871.64,,575.95,1.37,14.6,0.1648,31.5,0.0235,16.4
2013-02-15,845527.0,11818873.15,0.8,1.93,0.31,14.03,0.0,8023507.56,474417.0,574005.0,6631455.11,,,,0.31,,2000.0,,0.23,19324.0,13321.0,,,0.31,,0.03,,,7.78,,,,1.34,1.34,35050332.0,489937550.96,,576.78,1.33,14.25,0.1613,30.72,0.0238,16.97
2013-02-18,976823.0,13678281.8,0.92,2.08,0.36,16.51,0.0,9876206.67,612613.0,705301.0,8578312.8,,,500.0,,,181000.0,,0.71,,43304.0,,,,500.0,3.07,181000.0,49704.0,10.4,0.8,,,1.69,1.69,35656452.0,499291067.56,,602.23,1.7,19.49,0.1501,25.94,0.0269,17.0
2013-02-19,1018234.0,14375572.88,0.96,2.13,0.37,17.34,0.0,10319981.1,610813.0,730973.0,8623545.08,,,4400.0,,,34930.0,,0.1,,6200.0,,,,4400.0,0.61,,9258.0,10.38,0.12,,,1.42,1.42,42501272.0,600039021.64,,720.37,1.42,18.5,0.1393,25.02,0.0236,17.14
2013-02-20,1009495.0,14730316.47,0.95,2.09,0.37,17.44,0.0,10666188.17,602074.0,730973.0,8785323.91,,,,,,,,0.15,,8739.0,,,,,,,,10.39,,,,1.25,1.25,47423680.0,691995319.2,,816.77,1.26,18.76,0.1409,25.07,0.021,17.715
2013-02-21,1180504.0,17016579.24,1.12,2.32,0.43,20.88,0.0,13024204.89,600518.0,903538.0,8656270.65,,,,3.02,,2000.0,,0.01,170565.0,1556.0,,,3.02,,0.04,,,10.69,,,,1.23,1.23,48140408.0,693928243.5,,848.38,1.24,20.37,0.1405,21.22,0.0242,17.5
2013-02-22,1089047.0,15967369.45,1.03,2.07,0.4,19.15,0.0,11927916.61,607861.0,813538.0,8912325.33,,,6483.0,,,,,0.06,,3127.0,,,,6483.0,,3987.0,90000.0,10.7,1.53,,,1.24,1.24,48361888.0,709071447.68,,851.45,1.24,17.33,0.1404,23.01,0.0222,17.8
2013-02-25,1111420.0,16286242.77,1.05,2.12,0.41,19.78,0.0,11921215.54,630234.0,813538.0,9235162.16,,5000.0,17373.0,,0.09,,,,,,,5000.0,,17373.0,,,,11.25,,,,1.23,1.23,50737656.0,743486515.78,,899.79,1.23,17.21,0.1359,22.53,0.0216,17.79
2013-02-26,958910.0,13905308.41,0.91,1.8,0.35,17.11,0.0,9576392.79,591574.0,660388.0,8578509.89,,,11000.0,,,,,1.07,,60660.0,,,,11000.0,,11000.0,153150.0,10.57,2.64,,,1.18,1.18,49602072.0,719287638.14,,877.66,1.19,19.66,0.1361,20.14,0.0191,17.605
2013-02-27,777910.0,11280598.25,0.74,1.45,0.29,13.72,0.0,6951682.63,403874.0,479388.0,5856641.95,,,4300.0,,,,,3.45,,192000.0,,,,4300.0,,,181000.0,7.1,3.23,,,0.8,0.8,50374392.0,730487174.9,,881.63,0.8,16.03,0.1494,24.5,0.0153,17.605
2013-02-28,772573.0,11301842.13,0.73,1.41,0.28,13.7,0.0,6811623.95,403495.0,465630.0,5902661.35,,,,,,,,0.01,,379.0,,,,,,,13758.0,7.13,0.21,,,0.79,0.79,50461192.0,738188398.3,,886.89,0.8,16.15,0.1458,24.14,0.0152,17.76
2013-03-01,780719.0,11321332.01,0.74,1.24,0.29,13.88,0.0,6870302.11,411641.0,473776.0,5969272.47,,,10000.0,,,8146.0,,0.18,,10000.0,,,,10000.0,0.14,8146.0,,7.28,,,,0.78,0.78,52135240.0,756021515.46,,918.96,0.79,15.96,0.1428,23.94,0.0149,17.605
2013-03-04,782398.0,11336012.59,0.74,1.24,0.29,13.82,0.0,6864448.4,426520.0,473776.0,6179765.4,,,4779.0,,,,,,,,,,,4779.0,,10100.0,,7.5,,,,0.8,0.8,52693492.0,763465766.69,,922.8,0.81,16.22,0.1453,24.17,0.0147,17.59
2013-03-05,851327.0,12499501.54,0.8,1.34,0.31,15.08,0.0,7968197.87,476299.0,542705.0,6993200.13,,,3600.0,1.07,,9000.0,,,59929.0,,,,1.07,3600.0,0.17,46179.0,,8.39,,,,0.91,0.91,52113716.0,765153077.01,,914.54,0.91,14.68,0.1252,21.93,0.0162,17.825
2013-03-06,946373.0,14011930.97,0.89,1.47,0.35,16.98,0.0,9175307.92,495345.0,619705.0,7334042.65,,,7900.0,1.38,,,,,77000.0,,,,1.38,7900.0,,11146.0,,8.85,,,,0.95,0.95,51888008.0,768250136.32,,922.84,0.95,14.62,0.1194,19.73,0.0181,17.975
2013-03-07,937887.0,13866974.53,0.89,1.44,0.34,16.86,0.0,9264565.53,414239.0,626605.0,6124662.84,,,760.0,0.13,,,,1.46,6900.0,81866.0,,,0.13,760.0,,,,7.42,,,,0.78,0.78,52962496.0,783068304.44,,939.43,0.78,14.77,0.1205,19.71,0.0176,17.95
2013-03-08,1105227.0,16454949.0,1.04,1.7,0.41,19.95,0.0,10670517.66,491479.0,716705.0,7317285.84,,,100000.0,1.8,,,,0.21,100000.0,11760.0,,,1.8,100000.0,,,9900.0,8.85,0.18,0.2,,0.93,0.93,52173660.0,776777000.85,11000.0,930.11,0.94,13.46,0.1125,18.17,0.021,18.075
2013-03-11,1183840.0,17483969.82,1.12,1.8,0.44,21.4,0.0,10890056.84,549431.0,737366.0,8114470.72,,,,0.4,,,,,20661.0,,,,0.4,,,57952.0,,9.91,,,,1.04,1.04,52282256.0,772149434.12,,929.69,1.05,14.56,0.1044,16.69,0.0224,17.93
2013-03-12,1091592.0,16153041.71,0.74,1.65,0.4,19.62,0.0,10403812.99,448818.0,703070.0,6641470.32,,,,0.25,,,,1.82,14000.0,100613.0,,,0.25,,,,48296.0,8.05,0.9,,,0.85,0.85,52468648.0,776414868.7,,930.93,0.86,12.37,0.1113,18.4,0.0206,17.965
2013-03-13,1091542.0,16039914.53,0.74,1.65,0.4,19.67,0.0,10330688.8,448818.0,703020.0,6595259.15,,,,,,,,,,,,,,,,,50.0,8.06,0.0,,,0.86,0.86,51870536.0,762223500.25,,922.71,0.87,12.41,0.1115,18.45,0.0209,17.84
2013-03-14,1093573.0,16195867.5,0.74,1.65,0.4,19.58,0.0,10358443.06,441149.0,699420.0,6533437.41,,,,,,,,0.14,,7669.0,,,,,,,3600.0,7.87,0.07,,,0.84,0.84,51832556.0,767642589.22,,921.15,0.85,12.38,0.1111,18.33,0.0209,17.98
2013-03-15,1075815.0,16043638.7,0.73,1.63,0.4,19.37,0.0,10092975.31,429857.0,676790.0,6410461.28,,,372.0,,,,,0.21,,11664.0,,,,372.0,,,22630.0,7.72,0.42,,,0.83,0.83,51445664.0,767209646.44,,917.71,0.83,12.58,0.1103,18.65,0.0207,18.105
2013-03-18,971144.0,14454681.69,0.65,1.41,0.36,17.65,0.0,10106640.73,322957.0,679019.0,4806949.98,,,,0.05,,,,1.91,2229.0,106900.0,,,0.05,,,,,5.86,,,,0.6,0.6,53155220.0,791171840.09,,958.48,0.61,12.61,0.1105,18.7,0.0182,18.07
2013-03-19,890506.0,13243448.63,0.6,1.3,0.33,16.17,0.0,9055215.77,389174.0,608884.0,5787727.29,,,3697.0,0.89,,,,,47765.0,,,,0.89,3697.0,,62520.0,117900.0,7.05,2.14,,,0.72,0.72,53387792.0,793973854.16,,962.9,0.73,16.48,0.1321,20.46,0.0166,18.055
2013-03-20,868616.0,12878553.27,0.59,1.24,0.32,15.7,0.0,8347242.3,413174.0,562994.0,6125932.94,,,24000.0,,,,,,,,,,,24000.0,,,45890.0,7.45,0.85,,,0.76,0.76,53638312.0,795269553.24,,961.96,0.77,14.09,0.1348,21.61,0.0161,18.0
2013-03-21,905638.0,13237238.36,0.61,1.28,0.33,16.35,0.0,8769083.2,413245.0,599945.0,6040186.66,,,71.0,,,48000.0,,,,,,,,71.0,0.89,,11049.0,7.43,0.21,,,0.76,0.76,54028088.0,789700387.1,,965.42,0.76,13.32,0.1231,20.72,0.0166,17.745
2013-03-22,912112.0,13222926.56,0.61,1.28,0.34,16.22,0.0,8786338.61,419719.0,606078.0,6084684.24,,,341.0,0.09,,,,,6133.0,,,,0.09,341.0,,6133.0,,7.42,,,,0.77,0.77,54039812.0,783417459.12,,951.87,0.77,13.16,0.1229,20.56,0.0167,17.6
2013-03-25,911700.0,13141857.45,0.61,1.27,0.34,16.17,0.0,8736416.23,419307.0,606078.0,6044173.33,,,,,,,,0.01,,412.0,,,,,,,,7.41,,,,0.77,0.77,54016472.0,778629785.09,,947.48,0.78,13.15,0.1235,20.72,0.0167,17.5
2013-03-26,923030.0,13229146.12,0.62,1.28,0.34,16.24,0.0,8750573.58,425337.0,610549.0,6096058.98,,,4471.0,0.07,,,,0.02,4471.0,749.0,,,0.07,4471.0,,2308.0,,7.44,,,,0.77,0.77,54587920.0,782370638.22,,950.34,0.78,13.08,0.1217,20.41,0.0168,17.4
2013-03-27,888253.0,12562432.08,0.6,1.26,0.33,15.55,0.0,8546851.68,398089.0,604323.0,5630114.42,,,749.0,,,,,0.49,,27997.0,,,,749.0,,,6226.0,6.93,0.12,,,0.73,0.73,53922400.0,762616605.48,,933.01,0.74,13.15,0.1228,20.75,0.0164,17.17
2013-03-28,864443.0,12122445.24,0.58,1.24,0.32,14.93,0.0,8140776.26,392544.0,580513.0,5504808.47,,,755.0,0.0,,,,0.12,755.0,6300.0,,,0.0,755.0,,,24565.0,6.72,0.44,,,0.74,0.74,53008272.0,743357138.37,,904.84,0.74,13.52,0.1274,21.35,0.0162,17.025
2013-03-29,864443.0,12122445.24,0.58,1.52,0.32,14.9,0.0,8140776.26,392544.0,580513.0,5504808.47,,,,,,,,,,,,,,,,,,6.69,,,,0.76,0.76,51469032.0,721771732.95,,874.13,0.76,13.48,0.1275,21.4,0.0167,
2013-04-01,810743.0,11369387.71,0.55,1.42,0.3,13.96,0.0,8140776.26,338844.0,580513.0,4751750.94,,,,,,,,0.91,,53700.0,,,,,,,,5.77,,,,0.64,0.64,52769748.0,740012216.69,,895.74,0.64,14.45,0.139,22.86,0.0153,
2013-04-02,786743.0,11249918.0,0.53,1.38,0.29,13.56,0.0,7957777.34,338844.0,556513.0,4845250.88,,,,,,,,,,,,,,,,,24000.0,5.79,0.44,,,0.63,0.63,53330004.0,762584696.7,,909.79,0.63,14.87,0.1475,23.63,0.0147,17.36
2013-04-03,880353.0,12827777.84,0.59,1.63,0.32,15.41,0.0,8837752.93,429754.0,606523.0,6262020.85,,,,0.95,,,,0.23,51834.0,14624.0,,,0.95,,,105534.0,1824.0,7.48,0.02,,,0.79,0.79,54019216.0,787123463.21,,937.49,0.79,19.28,0.1384,20.6,0.0162,17.69
2013-04-04,938578.0,13529295.03,0.63,1.71,0.35,16.59,0.0,8597242.57,499079.0,596423.0,7194060.63,,,66338.0,,,,,,,,,,,66338.0,,2987.0,10100.0,8.79,0.18,,,0.92,0.92,53816460.0,775746677.5,,944.03,0.92,18.12,0.1262,19.24,0.0173,17.5
2013-04-05,858073.0,11941233.25,0.58,1.54,0.32,14.93,0.0,7253375.88,428181.0,521213.0,5958711.2,,,,,,,,1.26,,70898.0,,,,,,,75210.0,7.44,1.35,,,0.81,0.81,52421780.0,729519169.42,,905.13,0.82,20.05,0.1381,21.29,0.0162,16.895
2013-04-08,1012265.0,14141218.01,0.68,1.88,0.37,17.24,0.0,7281281.74,582373.0,521213.0,8135679.45,,,57148.0,,,,,0.89,,52600.0,,,,57148.0,,149644.0,,9.87,,,,1.07,1.07,54076476.0,755441743.11,,911.91,1.07,18.0,0.1441,22.52,0.0185,16.96
2013-04-09,1092851.0,14987939.82,0.74,2.1,0.4,18.58,0.0,8189138.95,603525.0,597114.0,8277062.82,,,,0.83,,27767.0,,0.03,48134.0,615.0,,,0.83,,0.48,21767.0,,10.18,,,,1.14,1.14,52148264.0,715189026.04,,877.22,1.15,16.61,0.1303,20.79,0.0207,16.65
2013-04-10,1104824.0,15138493.32,0.74,2.13,0.41,18.59,0.0,8022377.64,621975.0,585482.0,8522411.16,,,17611.0,,,,,0.03,,755.0,,,,17611.0,,1594.0,11632.0,10.35,0.28,,,1.16,1.16,53025836.0,726569357.94,,880.45,1.16,16.8,0.1255,20.6,0.0206,16.635
