,MLSBT FP Equity_DX_SI_QTY,MLSBT FP Equity_DX_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLSBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLSBT FP Equity_DX_SI_MV,MLSBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SUPPLY_SI_QTY,MLSBT FP Equity_DX_BROKER_SI_QTY,MLSBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLSBT FP Equity_DX_SUPPLY_SI_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLSBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_MV,MLSBT FP Equity_DX_BROKER_SI_CON_RATIO,MLSBT FP Equity_DX_DEMAND_SUPPLY_RATIO,MLSBT FP Equity_PX_LAST
2015-09-03,,,,,,,,,,,,,,,,,,,,3.99
2015-09-07,,,,,,,,,,,,,,,,,,,,3.8
2015-09-08,,,,,,,,,,,,,,,,,,,,3.7
2015-09-09,,,,,,,,,,,,,,,,,,,,3.4
2015-09-11,,,,,,,,,,,,,,,,,,,,4.0
2015-09-14,,,,,,,,,,,,,,,,,,,,4.0
2015-09-22,,,,,,,,,,,,,,,,,,,,3.6
2015-09-23,,,,,,,,,,,,,,,,,,,,3.6
2015-09-25,,,,,,,,,,,,,,,,,,,,3.75
2015-09-28,,,,,,,,,,,,,,,,,,,,3.75
2015-09-30,,,,,,,,,,,,,,,,,,,,4.0
2015-10-13,,,,,,,,,,,,,,,,,,,,3.65
2015-10-16,,,,,,,,,,,,,,,,,,,,3.85
2015-11-02,,,,,,,,,,,,,,,,,,,,3.5
2015-11-03,,,,,,,,,,,,,,,,,,,,3.5
2015-11-09,,,,,,,,,,,,,,,,,,,,3.5
2015-11-25,,,,,,,,,,,,,,,,,,,,3.45
2015-11-30,,,,,,,,,,,,,,,,,,,,3.45
2015-12-03,,,,,,,,,,,,,,,,,,,,3.44
2015-12-07,,,,,,,,,,,,,,,,,,,,3.44
2015-12-08,,,,,,,,,,,,,,,,,,,,3.45
2015-12-11,,,,,,,,,,,,,,,,,,,,3.45
2015-12-17,,,,,,,,,,,,,,,,,,,,3.44
2015-12-18,,,,,,,,,,,,,,,,,,,,3.44
2015-12-30,,,,,,,,,,,,,,,,,,,,3.43
2016-01-05,,,,,,,,,,,,,,,,,,,,3.77
2016-01-06,,,,,,,,,,,,,,,,,,,,4.0
2016-01-08,,,,,,,,,,,,,,,,,,,,4.1
2016-01-11,,,,,,,,,,,,,,,,,,,,4.08
2016-01-13,,,,,,,,,,,,,,,,,,,,3.99
2016-01-15,,,,,,,,,,,,,,,,,,,,3.79
2016-01-22,,,,,,,,,,,,,,,,,,,,4.1
2016-02-16,,,,,,,,,,,,,,,,,,,,3.45
2016-02-18,,,,,,,,,,,,,,,,,,,,3.8
2016-02-19,,,,,,,,,,,,,,,,,,,,3.5
2016-02-23,,,,,,,,,,,,,,,,,,,,3.5
2016-02-29,,,,,,,,,,,,,,,,,,,,3.5
2016-03-01,,,,,,,,,,,,,,,,,,,,3.51
2016-03-02,,,,,,,,,,,,,,,,,,,,3.8
2016-03-03,,,,,,,,,,,,,,,,,,,,3.8
2016-03-04,,,,,,,,,,,,,,,,,,,,3.65
2016-03-07,,,,,,,,,,,,,,,,,,,,3.98
2016-03-08,,,,,,,,,,,,,,,,,,,,4.09
2016-03-14,,,,,,,,,,,,,,,,,,,,3.91
2016-03-15,,,,,,,,,,,,,,,,,,,,4.09
2016-03-16,,,,,,,,,,,,,,,,,,,,4.1
2016-03-21,,,,,,,,,,,,,,,,,,,,3.7
2016-03-23,,,,,,,,,,,,,,,,,,,,4.09
2016-04-12,,,,,,,,,,,,,,,,,,,,3.7
2016-04-13,,,,,,,,,,,,,,,,,,,,3.7
2016-04-14,,,,,,,,,,,,,,,,,,,,3.7
2016-04-18,,,,,,,,,,,,,,,,,,,,3.65
2016-04-19,,,,,,,,,,,,,,,,,,,,3.65
2016-04-20,,,,,,,,,,,,,,,,,,,,3.6
2016-04-21,,,,,,,,,,,,,,,,,,,,3.64
2016-04-22,,,,,,,,,,,,,,,,,,,,3.8
2016-04-25,,,,,,,,,,,,,,,,,,,,3.8
2016-04-26,,,,,,,,,,,,,,,,,,,,3.5
2016-04-27,,,,,,,,,,,,,,,,,,,,3.79
2016-04-28,,,,,,,,,,,,,,,,,,,,3.79
2016-04-29,,,,,,,,,,,,,,,,,,,,3.8
2016-05-02,,,,,,,,,,,,,,,,,,,,3.99
2016-05-04,,,,,,,,,,,,,,,,,,,,4.01
2016-05-05,,,,,,,,,,,,,,,,,,,,4.02
2016-05-06,,,,,,,,,,,,,,,,,,,,4.1
2016-05-10,,,,,,,,,,,,,,,,,,,,4.11
2016-05-11,,,,,,,,,,,,,,,,,,,,4.2
2016-05-12,,,,,,,,,,,,,,,,,,,,4.48
2016-05-20,,,,,,,,,,,,,,,,,,,,4.35
2016-06-02,,,,,,,,,,,,,,,,,,,,4.35
2016-06-09,,,,,,,,,,,,,,,,,,,,4.39
2016-06-16,,,,,,,,,,,,,,,,,,,,3.97
2016-06-17,,,,,,,,,,,,,,,,,,,,4.25
2016-06-20,,,,,,,,,,,,,,,,,,,,4.39
2016-06-21,,,,,,,,,,,,,,,,,,,,4.2
2016-06-22,,,,,,,,,,,,,,,,,,,,4.39
2016-06-23,,,,,,,,,,,,,,,,,,,,4.45
2016-06-27,,,,,,,,,,,,,,,,,,,,4.45
2016-06-28,,,,,,,,,,,,,,,,,,,,4.55
2016-06-29,,,,,,,,,,,,,,,,,,,,5.0
2016-06-30,,,,,,,,,,,,,,,,,,,,5.0
2016-07-04,,,,,,,,,,,,,,,,,,,,5.2
2016-07-05,,,,,,,,,,,,,,,,,,,,5.49
2016-07-15,,,,,,,,,,,,,,,,,,,,5.5
2016-07-25,,,,,,,,,,,,,,,,,,,,5.49
2016-08-01,,,,,,,,,,,,,,,,,,,,6.0
2016-08-11,,,,,,,,,,,,,,,,,,,,5.5
2016-08-12,,,,,,,,,,,,,,,,,,,,5.5
2016-08-16,,,,,,,,,,,,,,,,,,,,5.5
2016-08-25,,,,,,,,,,,,,,,,,,,,5.8
2016-09-02,,,,,,,,,,,,,,,,,,,,4.9
2016-09-05,,,,,,,,,,,,,,,,,,,,5.39
2016-09-08,,,,,,,,,,,,,,,,,,,,5.7
2016-09-23,,,,,,,,,,,,,,,,,,,,5.8
2016-09-26,,,,,,,,,,,,,,,,,,,,5.24
2016-09-27,,,,,,,,,,,,,,,,,,,,5.1
2016-09-29,,,,,,,,,,,,,,,,,,,,5.6
2016-10-04,,,,,,,,,,,,,,,,,,,,5.9
2016-10-06,,,,,,,,,,,,,,,,,,,,5.9
2016-10-18,,,,,,,,,,,,,,,,,,,,5.5
2016-10-19,,,,,,,,,,,,,,,,,,,,5.89
2016-10-21,,,,,,,,,,,,,,,,,,,,5.8
2016-10-24,,,,,,,,,,,,,,,,,,,,5.8
2016-10-25,,,,,,,,,,,,,,,,,,,,5.8
2016-10-31,,,,,,,,,,,,,,,,,,,,5.89
2016-11-03,,,,,,,,,,,,,,,,,,,,5.31
2016-11-04,,,,,,,,,,,,,,,,,,,,5.8
2016-11-07,,,,,,,,,,,,,,,,,,,,5.88
2016-11-15,,,,,,,,,,,,,,,,,,,,5.89
2016-11-16,,,,,,,,,,,,,,,,,,,,5.36
2016-11-17,,,,,,,,,,,,,,,,,,,,5.89
2016-11-25,,,,,,,,,,,,,,,,,,,,5.89
2016-12-07,,,,,,,,,,,,,,,,,,,,5.89
2016-12-14,,,,,,,,,,,,,,,,,,,,5.89
2016-12-20,,,,,,,,,,,,,,,,,,,,5.35
2016-12-21,,,,,,,,,,,,,,,,,,,,5.87
2016-12-22,,,,,,,,,,,,,,,,,,,,5.35
2016-12-23,,,,,,,,,,,,,,,,,,,,5.88
2016-12-28,,,,,,,,,,,,,,,,,,,,5.87
2017-01-06,,,,,,,,,,,,,,,,,,,,5.86
2017-01-09,,,,,,,,,,,,,,,,,,,,5.85
2017-01-10,,,,,,,,,,,,,,,,,,,,5.87
2017-01-11,,,,,,,,,,,,,,,,,,,,5.87
2017-01-23,,,,,,,,,,,,,,,,,,,,5.86
2017-01-24,,,,,,,,,,,,,,,,,,,,5.55
2017-01-25,,,,,,,,,,,,,,,,,,,,5.1
2017-01-26,,,,,,,,,,,,,,,,,,,,5.61
2017-02-01,,,,,,,,,,,,,,,,,,,,5.89
2017-02-06,,,,,,,,,,,,,,,,,,,,5.88
2017-02-09,,,,,,,,,,,,,,,,,,,,5.89
2017-02-22,,,,,,,,,,,,,,,,,,,,5.89
2017-03-08,,,,,,,,,,,,,,,,,,,,5.75
2017-03-15,,,,,,,,,,,,,,,,,,,,5.75
2017-03-17,,,,,,,,,,,,,,,,,,,,5.75
2017-03-20,,,,,,,,,,,,,,,,,,,,5.75
2017-03-21,,,,,,,,,,,,,,,,,,,,5.89
2017-03-27,,,,,,,,,,,,,,,,,,,,5.7
2017-03-31,,,,,,,,,,,,,,,,,,,,5.88
2017-04-03,,,,,,,,,,,,,,,,,,,,5.88
2017-04-10,,,,,,,,,,,,,,,,,,,,5.88
2017-04-11,,,,,,,,,,,,,,,,,,,,5.88
2017-04-12,,,,,,,,,,,,,,,,,,,,5.6
2017-04-13,,,,,,,,,,,,,,,,,,,,5.88
2017-04-27,,,,,,,,,,,,,,,,,,,,5.86
2017-04-28,,,,,,,,,,,,,,,,,,,,5.61
2017-05-02,,,,,,,,,,,,,,,,,,,,5.65
2017-05-03,,,,,,,,,,,,,,,,,,,,5.65
2017-05-04,,,,,,,,,,,,,,,,,,,,5.88
2017-05-22,,,,,,,,,,,,,,,,,,,,5.88
2017-05-30,,,,,,,,,,,,,,,,,,,,5.88
2017-05-31,,,,,,,,,,,,,,,,,,,,5.88
2017-06-26,,,,,,,,,,,,,,,,,,,,5.87
2017-06-27,,,,,,,,,,,,,,,,,,,,5.79
2017-06-28,,,,,,,,,,,,,,,,,,,,5.88
2017-07-03,,,,,,,,,,,,,,,,,,,,6.43
2017-07-04,,,,,,,,,,,,,,,,,,,,6.0
2017-07-07,,,,,,,,,,,,,,,,,,,,5.6
2017-07-10,,,,,,,,,,,,,,,,,,,,6.0
2017-07-14,,,,,,,,,,,,,,,,,,,,6.0
2017-07-18,,,,,,,,,,,,,,,,,,,,5.5
2017-07-19,,,,,,,,,,,,,,,,,,,,5.4
2017-07-20,,,,,,,,,,,,,,,,,,,,5.89
2017-07-21,,,,,,,,,,,,,,,,,,,,6.19
2017-07-24,,,,,,,,,,,,,,,,,,,,5.62
2017-07-25,,,,,,,,,,,,,,,,,,,,5.8
2017-07-26,,,,,,,,,,,,,,,,,,,,6.15
2017-07-27,,,,,,,,,,,,,,,,,,,,6.15
2017-07-28,,,,,,,,,,,,,,,,,,,,6.14
2017-07-31,,,,,,,,,,,,,,,,,,,,6.15
2017-08-07,,,,,,,,,,,,,,,,,,,,5.7
2017-08-08,,,,,,,,,,,,,,,,,,,,5.91
2017-08-14,,,,,,,,,,,,,,,,,,,,5.91
2017-08-21,,,,,,,,,,,,,,,,,,,,5.5
2017-08-22,,,,,,,,,,,,,,,,,,,,5.91
2017-08-23,,,,,,,,,,,,,,,,,,,,5.75
2017-08-24,,,,,,,,,,,,,,,,,,,,5.9
2017-08-25,,,,,,,,,,,,,,,,,,,,5.91
2017-08-28,,,,,,,,,,,,,,,,,,,,5.91
2017-08-29,,,,,,,,,,,,,,,,,,,,6.0
2017-08-31,,,,,,,,,,,,,,,,,,,,6.0
2017-09-08,,,,,,,,,,,,,,,,,,,,5.88
2017-09-13,,,,,,,,,,,,,,,,,,,,5.85
2017-09-22,,,,,,,,,,,,,,,,,,,,5.79
2017-09-25,,,,,,,,,,,,,,,,,,,,5.39
2017-09-26,,,,,,,,,,,,,,,,,,,,5.39
2017-09-27,,,,,,,,,,,,,,,,,,,,5.9
2017-09-29,,,,,,,,,,,,,,,,,,,,5.31
2017-10-02,,,,,,,,,,,,,,,,,,,,5.95
2017-10-03,,,,,,,,,,,,,,,,,,,,6.0
2017-10-05,,,,,,,,,,,,,,,,,,,,5.5
2017-10-06,,,,,,,,,,,,,,,,,,,,5.97
2017-10-11,,,,,,,,,,,,,,,,,,,,5.87
2017-10-12,,,,,,,,,,,,,,,,,,,,5.88
2017-10-17,,,,,,,,,,,,,,,,,,,,5.87
2017-10-23,,,,,,,,,,,,,,,,,,,,5.87
2017-10-24,,,,,,,,,,,,,,,,,,,,5.7
2017-10-25,,,,,,,,,,,,,,,,,,,,5.86
2017-11-01,,,,,,,,,,,,,,,,,,,,5.98
2017-12-01,,,,,,,,,,,,,,,,,,,,5.98
2017-12-05,,,,,,,,,,,,,,,,,,,,5.98
2017-12-27,,,,,,,,,,,,,,,,,,,,5.99
2017-12-28,,,,,,,,,,,,,,,,,,,,6.15
2017-12-29,,,,,,,,,,,,,,,,,,,,6.45
2018-01-02,,,,,,,,,,,,,,,,,,,,6.6
2018-01-03,,,,,,,,,,,,,,,,,,,,6.9
2018-01-04,,,,,,,,,,,,,,,,,,,,7.25
2018-01-05,,,,,,,,,,,,,,,,,,,,6.95
2018-01-11,,,,,,,,,,,,,,,,,,,,6.95
2018-01-12,,,,,,,,,,,,,,,,,,,,7.0
2018-01-18,,,,,,,,,,,,,,,,,,,,7.5
2018-01-19,,,,,,,,,,,,,,,,,,,,7.85
2018-01-29,,,,,,,,,,,,,,,,,,,,7.5
2018-02-05,,,,,,,,,,,,,,,,,,,,7.5
2018-02-20,,,,,,,,,,,,,,,,,,,,7.5
2018-02-28,,,,,,,,,,,,,,,,,,,,7.5
2018-03-05,,,,,,,,,,,,,,,,,,,,7.45
2018-03-14,,,,,,,,,,,,,,,,,,,,8.1
2018-03-21,,,,,,,,,,,,,,,,,,,,7.5
2018-03-26,,,,,,,,,,,,,,,,,,,,7.5
2018-04-05,,,,,,,,,,,,,,,,,,,,7.85
2018-04-24,,,,,,,,,,,,,,,,,,,,7.8
2018-04-27,,,,,,,,,,,,,,,,,,,,7.5
2018-04-30,,,,,,,,,,,,,,,,,,,,7.8
2018-05-02,,,,,,,,,,,,,,,,,,,,8.05
2018-05-04,,,,,,,,,,,,,,,,,,,,7.6
2018-05-07,,,,,,,,,,,,,,,,,,,,8.05
2018-05-16,,,,,,,,,,,,,,,,,,,,7.75
2018-05-22,,,,,,,,,,,,,,,,,,,,7.7
2018-05-23,,,,,,,,,,,,,,,,,,,,6.95
2018-05-24,,,,,,,,,,,,,,,,,,,,7.55
2018-05-29,,,,,,,,,,,,,,,,,,,,7.55
2018-06-06,,,,,,,,,,,,,,,,,,,,7.7
2018-06-18,,,,,,,,,,,,,,,,,,,,7.8
2018-06-27,,,,,,,,,,,,,,,,,,,,7.8
2018-06-28,,,,,,,,,,,,,,,,,,,,7.75
2018-06-29,,,,,,,,,,,,,,,,,,,,7.8
2018-07-02,,,,,,,,,,,,,,,,,,,,7.95
2018-07-03,,,,,,,,,,,,,,,,,,,,7.95
2018-07-05,,,,,,,,,,,,,,,,,,,,8.1
2018-07-09,,,,,,,,,,,,,,,,,,,,8.2
2018-07-10,,,,,,,,,,,,,,,,,,,,8.45
2018-07-11,,,,,,,,,,,,,,,,,,,,9.85
2018-07-16,,,,,,,,,,,,,,,,,,,,9.5
2018-07-23,,,,,,,,,,,,,,,,,,,,9.65
2018-07-26,,,,,,,,,,,,,,,,,,,,9.65
2018-07-30,,,,,,,,,,,,,,,,,,,,9.6
2018-07-31,,,,,,,,,,,,,,,,,,,,8.7
2018-08-01,,,,,,,,,,,,,,,,,,,,8.8
2018-08-02,,,,,,,,,,,,,,,,,,,,9.6
2018-08-06,,,,,,,,,,,,,,,,,,,,9.6
2018-08-14,,,,,,,,,,,,,,,,,,,,9.6
2018-08-20,,,,,,,,,,,,,,,,,,,,9.6
2018-08-31,,,,,,,,,,,,,,,,,,,,9.55
2018-09-20,,,,,,,,,,,,,,,,,,,,7.75
2018-09-21,,,,,,,,,,,,,,,,,,,,9.35
2018-09-24,,,,,,,,,,,,,,,,,,,,9.4
2018-09-25,,,,,,,,,,,,,,,,,,,,9.4
2018-09-26,,,,,,,,,,,,,,,,,,,,9.4
2018-10-11,,,,,,,,,,,,,,,,,,,,9.35
2018-10-25,,,,,,,,,,,,,,,,,,,,9.05
2018-11-12,,,,,,,,,,,,,,,,,,,,8.8
2018-12-10,,,,,,,,,,,,,,,,,,,,8.5
2019-01-09,,,,,,,,,,,,,,,,,,,,8.45
2019-01-24,,,,,,,,,,,,,,,,,,,,8.3
2019-02-13,,,,,,,,,,,,,,,,,,,,8.0
2019-02-19,,,,,,,,,,,,,,,,,,,,7.9
2019-03-19,,,,,,,,,,,,,,,,,,,,7.75
2019-03-25,,,,,,,,,,,,,,,,,,,,7.8
2019-04-12,,,,,,,,,,,,,,,,,,,,7.7
2019-06-04,,,,,,,,,,,,,,,,,,,,7.0
2019-06-07,,,,,,,,,,,,,,,,,,,,6.85
2019-06-10,,,,,,,,,,,,,,,,,,,,6.15
2019-06-12,,,,,,,,,,,,,,,,,,,,5.4
2019-06-13,,,,,,,,,,,,,,,,,,,,5.9
2019-06-14,,,,,,,,,,,,,,,,,,,,6.0
2019-06-18,,,,,,,,,,,,,,,,,,,,5.85
2019-06-27,,,,,,,,,,,,,,,,,,,,5.4
2019-06-28,,,,,,,,,,,,,,,,,,,,5.85
2019-07-01,,,,,,,,,,,,,,,,,,,,6.35
2019-07-03,,,,,,,,,,,,,,,,,,,,5.8
2019-07-11,,,,,,,,,,,,,,,,,,,,5.8
2019-08-05,,,,,,,,,,,,,,,,,,,,5.3
2019-08-06,,,,,,,,,,,,,,,,,,,,5.8
2019-08-14,,,,,,,,,,,,,,,,,,,,5.0
2019-08-15,,,,,,,,,,,,,,,,,,,,5.8
2019-09-05,,,,,,,,,,,,,,,,,,,,5.75
2019-09-18,,,,,,,,,,,,,,,,,,,,5.75
2019-10-07,,,,,,,,,,,,,,,,,,,,5.65
2019-10-15,,,,,,,,,,,,,,,,,,,,5.65
2019-10-17,,,,,,,,,,,,,,,,,,,,5.65
2019-11-07,,,,,,,,,,,,,,,,,,,,5.65
2019-11-19,,,,,,,,,,,,,,,,,,,,5.6
2019-12-16,,,,,,,,,,,,,,,,,,,,5.4
2019-12-17,,,,,,,,,,,,,,,,,,,,5.65
2020-01-03,,,,,,,,,,,,,,,,,,,,4.44
2020-01-07,,,,,,,,,,,,,,,,,,,,5.45
2020-01-10,,,,,,,,,,,,,,,,,,,,5.45
2020-01-15,,,,,,,,,,,,,,,,,,,,5.45
2020-01-20,,,,,,,,,,,,,,,,,,,,5.45
2020-01-29,,,,,,,,,,,,,,,,,,,,5.45
2020-01-31,,,,,,,,,,,,,,,,,,,,5.5
2020-02-04,,,,,,,,,,,,,,,,,,,,5.3
2020-02-06,,,,,,,,,,,,,,,,,,,,5.4
2020-02-07,,,,,,,,,,,,,,,,,,,,5.35
2020-02-10,,,,,,,,,,,,,,,,,,,,5.35
2020-02-11,,,,,,,,,,,,,,,,,,,,5.35
2020-02-13,,,,,,,,,,,,,,,,,,,,5.35
2020-02-18,,,,,,,,,,,,,,,,,,,,5.4
2020-02-19,,,,,,,,,,,,,,,,,,,,5.4
2020-02-21,,,,,,,,,,,,,,,,,,,,5.4
2020-02-28,,,,,,,,,,,,,,,,,,,,5.4
2020-03-05,,,,,,,,,,,,,,,,,,,,5.3
2020-03-06,,,,,,,,,,,,,,,,,,,,5.25
2020-03-09,,,,,,,,,,,,,,,,,,,,5.3
2020-03-18,,,,,,,,,,,,,,,,,,,,5.0
2020-03-20,,,,,,,,,,,,,,,,,,,,5.0
2020-03-24,,,,,,,,,,,,,,,,,,,,5.0
2020-03-26,,,,,,,,,,,,,,,,,,,,5.0
2020-03-30,,,,,,,,,,,,,,,,,,,,5.0
2020-04-22,,,,,,,,,,,,,,,,,,,,5.0
2020-04-23,,,,,,,,,,,,,,,,,,,,5.0
2020-04-24,,,,,,,,,,,,,,,,,,,,5.2
2020-05-08,,,,,,,,,,,,,,,,,,,,4.6
2020-05-11,,,,,,,,,,,,,,,,,,,,5.0
2020-05-12,,,,,,,,,,,,,,,,,,,,5.15
2020-05-13,,,,,,,,,,,,,,,,,,,,5.15
2020-05-26,,,,,,,,,,,,,,,,,,,,5.1
2020-05-29,,,,,,,,,,,,,,,,,,,,5.1
2020-06-05,,,,,,,,,,,,,,,,,,,,4.7
2020-06-09,,,,,,,,,,,,,,,,,,,,4.6
2020-06-10,,,,,,,,,,,,,,,,,,,,5.15
2020-06-11,,,,,,,,,,,,,,,,,,,,5.2
2020-06-15,,,,,,,,,,,,,,,,,,,,5.3
2020-06-17,,,,,,,,,,,,,,,,,,,,5.0
2020-06-18,,,,,,,,,,,,,,,,,,,,5.5
2020-07-01,,,,,,,,,,,,,,,,,,,,5.5
2020-07-20,,,,,,,,,,,,,,,,,,,,5.4
2020-07-21,,,,,,,,,,,,,,,,,,,,5.4
2020-08-03,,,,,,,,,,,,,,,,,,,,5.5
2020-08-31,,,,,,,,,,,,,,,,,,,,4.98
2020-09-01,,,,,,,,,,,,,,,,,,,,4.98
2020-09-08,,,,,,,,,,,,,,,,,,,,4.98
2020-09-09,,,,,,,,,,,,,,,,,,,,4.98
2020-09-14,,,,,,,,,,,,,,,,,,,,5.0
2020-09-15,,,,,,,,,,,,,,,,,,,,5.0
2020-09-17,,,,,,,,,,,,,,,,,,,,4.58
2020-09-18,,,,,,,,,,,,,,,,,,,,4.6
2020-09-21,,,,,,,,,,,,,,,,,,,,4.58
2020-09-24,,,,,,,,,,,,,,,,,,,,4.4
2020-09-25,,,,,,,,,,,,,,,,,,,,5.0
2020-09-28,,,,,,,,,,,,,,,,,,,,5.0
2020-09-29,,,,,,,,,,,,,,,,,,,,5.0
2020-10-20,,,,,,,,,,,,,,,,,,,,4.2
2020-10-21,,,,,,,,,,,,,,,,,,,,4.2
2020-10-22,,,,,,,,,,,,,,,,,,,,4.62
2020-11-03,,,,,,,,,,,,,,,,,,,,4.56
2020-11-09,,,,,,,,,,,,,,,,,,,,4.56
2020-11-10,,,,,,,,,,,,,,,,,,,,4.54
2020-11-12,,,,,,,,,,,,,,,,,,,,4.54
2020-11-13,,,,,,,,,,,,,,,,,,,,4.54
2020-11-16,,,,,,,,,,,,,,,,,,,,4.54
2020-11-30,,,,,,,,,,,,,,,,,,,,4.5
2020-12-01,,,,,,,,,,,,,,,,,,,,4.52
2020-12-14,,,,,,,,,,,,,,,,,,,,4.3
2020-12-16,,,,,,,,,,,,,,,,,,,,4.3
2020-12-17,,,,,,,,,,,,,,,,,,,,4.2
2020-12-18,,,,,,,,,,,,,,,,,,,,4.5
2020-12-21,,,,,,,,,,,,,,,,,,,,4.48
2020-12-22,,,,,,,,,,,,,,,,,,,,4.52
2020-12-24,,,,,,,,,,,,,,,,,,,,5.5
2020-12-28,,,,,,,,,,,,,,,,,,,,5.5
2021-01-04,,,,,,,,,,,,,,,,,,,,4.6
2021-01-05,,,,,,,,,,,,,,,,,,,,4.6
2021-01-06,,,,,,,,,,,,,,,,,,,,5.05
2021-01-07,,,,,,,,,,,,,,,,,,,,5.45
2021-01-08,,,,,,,,,,,,,,,,,,,,5.45
2021-01-11,,,,,,,,,,,,,,,,,,,,5.45
2021-01-14,,,,,,,,,,,,,,,,,,,,5.2
2021-01-15,,,,,,,,,,,,,,,,,,,,5.2
2021-01-18,,,,,,,,,,,,,,,,,,,,5.2
2021-01-19,,,,,,,,,,,,,,,,,,,,5.2
2021-01-20,,,,,,,,,,,,,,,,,,,,5.2
2021-01-25,,,,,,,,,,,,,,,,,,,,5.2
2021-01-26,,,,,,,,,,,,,,,,,,,,5.2
2021-02-01,,,,,,,,,,,,,,,,,,,,4.5
2021-02-02,,,,,,,,,,,,,,,,,,,,4.5
2021-02-03,,,,,,,,,,,,,,,,,,,,4.5
2021-02-05,,,,,,,,,,,,,,,,,,,,4.5
2021-02-08,,,,,,,,,,,,,,,,,,,,4.5
2021-02-10,,,,,,,,,,,,,,,,,,,,4.5
2021-02-15,,,,,,,,,,,,,,,,,,,,4.5
2021-02-24,,,,,,,,,,,,,,,,,,,,4.5
2021-02-26,,,,,,,,,,,,,,,,,,,,4.5
2021-03-03,,,,,,,,,,,,,,,,,,,,4.5
2021-03-10,,,,,,,,,,,,,,,,,,,,4.5
2021-03-11,,,,,,,,,,,,,,,,,,,,4.2
2021-03-12,,,,,,,,,,,,,,,,,,,,4.5
2021-03-16,,,,,,,,,,,,,,,,,,,,4.5
2021-03-17,,,,,,,,,,,,,,,,,,,,4.5
2021-03-23,,,,,,,,,,,,,,,,,,,,4.5
2021-03-30,,,,,,,,,,,,,,,,,,,,4.5
2021-04-23,,,,,,,,,,,,,,,,,,,,4.38
2021-04-28,,,,,,,,,,,,,,,,,,,,4.3
2021-05-03,,,,,,,,,,,,,,,,,,,,4.3
2021-05-07,,,,,,,,,,,,,,,,,,,,4.4
2021-05-10,,,,,,,,,,,,,,,,,,,,4.4
2021-06-02,,,,,,,,,,,,,,,,,,,,3.6
2021-06-03,,,,,,,,,,,,,,,,,,,,4.34
2021-06-15,,,,,,,,,,,,,,,,,,,,4.34
2021-06-16,,,,,,,,,,,,,,,,,,,,4.5
2021-06-17,,,,,,,,,,,,,,,,,,,,4.7
2021-06-22,,,,,,,,,,,,,,,,,,,,5.0
2021-06-23,,,,,,,,,,,,,,,,,,,,5.5
2021-07-01,,,,,,,,,,,,,,,,,,,,5.5
2021-07-06,,,,,,,,,,,,,,,,,,,,5.5
2021-07-14,,,,,,,,,,,,,,,,,,,,5.8
2021-07-15,,,,,,,,,,,,,,,,,,,,4.8
2021-07-16,,,,,,,,,,,,,,,,,,,,5.5
2021-07-20,,,,,,,,,,,,,,,,,,,,5.5
2021-07-21,,,,,,,,,,,,,,,,,,,,5.8
2021-07-28,,,,,,,,,,,,,,,,,,,,4.5
2021-07-29,,,,,,,,,,,,,,,,,,,,5.4
2021-08-04,,,,,,,,,,,,,,,,,,,,5.4
2021-08-09,,,,,,,,,,,,,,,,,,,,5.4
2021-08-10,,,,,,,,,,,,,,,,,,,,5.4
2021-08-16,,,,,,,,,,,,,,,,,,,,5.5
2021-08-31,,,,,,,,,,,,,,,,,,,,5.5
2021-09-13,,,,,,,,,,,,,,,,,,,,5.5
2021-09-15,,,,,,,,,,,,,,,,,,,,5.5
2021-09-21,,,,,,,,,,,,,,,,,,,,5.1
2021-09-22,,,,,,,,,,,,,,,,,,,,5.5
2021-09-23,,,,,,,,,,,,,,,,,,,,5.5
2021-09-24,,,,,,,,,,,,,,,,,,,,5.5
2021-09-27,,,,,,,,,,,,,,,,,,,,5.75
2021-09-29,,,,,,,,,,,,,,,,,,,,5.75
2021-10-04,,,,,,,,,,,,,,,,,,,,5.75
2021-10-29,,,,,,,,,,,,,,,,,,,,5.0
2021-11-01,,,,,,,,,,,,,,,,,,,,5.7
2021-11-02,,,,,,,,,,,,,,,,,,,,5.75
2021-11-09,,,,,,,,,,,,,,,,,,,,4.7
2021-11-10,,,,,,,,,,,,,,,,,,,,5.0
2021-11-11,,,,,,,,,,,,,,,,,,,,5.5
2021-11-12,,,,,,,,,,,,,,,,,,,,5.55
2021-11-15,,,,,,,,,,,,,,,,,,,,5.7
2021-11-18,,,,,,,,,,,,,,,,,,,,5.6
