,ALPLA FP Equity_DX_SI_QTY,ALPLA FP Equity_DX_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPLA FP Equity_DX_SI_MV,ALPLA FP Equity_DX_DSS,ALPLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SUPPLY_SI_QTY,ALPLA FP Equity_DX_BROKER_SI_QTY,ALPLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPLA FP Equity_DX_BROKER_SI_QTY_ADD,ALPLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALPLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPLA FP Equity_DX_BROKER_SI_MV_ADD,ALPLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPLA FP Equity_DX_BROKER_SI_QTY_DEC,ALPLA FP Equity_DX_SUPPLY_SI_MV,ALPLA FP Equity_DX_BROKER_SI_MV_DEC,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPLA FP Equity_DX_BROKER_SI_CON_RATIO,ALPLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPLA FP Equity_PX_LAST
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57
